id,slug,name,released,tba,background_image,rating,rating_top,ratings,ratings_count,reviews_text_count,added,added_by_status,metacritic,playtime,suggestions_count,updated,user_game,reviews_count,saturated_color,dominant_color,platforms,parent_platforms,genres,stores,clip,tags,esrb_rating,short_screenshots
327269,efootball-pes-2020,eFootball PES 2020,2019-09-10,False,https://media.rawg.io/media/games/2ed/2ed38a102fe66a0ea98a8e09c660a458.jpg,3.21,4,"[{'id': 4, 'title': 'recommended', 'count': 75, 'percent': 37.13}, {'id': 3, 'title': 'meh', 'count': 55, 'percent': 27.23}, {'id': 1, 'title': 'skip', 'count': 44, 'percent': 21.78}, {'id': 5, 'title': 'exceptional', 'count': 28, 'percent': 13.86}]",199,2,1412,"{'yet': 22, 'owned': 1217, 'beaten': 47, 'toplay': 14, 'dropped': 88, 'playing': 24}",82.0,3,402,2024-01-06T07:23:05,,202,0f0f0f,0f0f0f,"[{'platform': {'id': 3, 'name': 'iOS', 'slug': 'ios', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 77243, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, 'released_at': '2019-09-10', 'requirements_en': None, 'requirements_ru': None}, {'platform': {'id': 21, 'name': 'Android', 'slug': 'android', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 52348, 'image_background': 'https://media.rawg.io/media/games/238/2383a172b4d50a7b44e07980eb7141ea.jpg'}, 'released_at': '2019-09-10', 'requirements_en': None, 'requirements_ru': None}, {'platform': {'id': 4, 'name': 'PC', 'slug': 'pc', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 528349, 'image_background': 'https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg'}, 'released_at': '2019-09-10', 'requirements_en': {'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}, 'requirements_ru': None}, {'platform': {'id': 18, 'name': 'PlayStation 4', 'slug': 'playstation4', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 6804, 'image_background': 'https://media.rawg.io/media/games/4be/4be6a6ad0364751a96229c56bf69be59.jpg'}, 'released_at': '2019-09-10', 'requirements_en': None, 'requirements_ru': None}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 2, 'name': 'PlayStation', 'slug': 'playstation'}}, {'platform': {'id': 4, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 8, 'name': 'Android', 'slug': 'android'}}]","[{'id': 15, 'name': 'Sports', 'slug': 'sports', 'games_count': 21343, 'image_background': 'https://media.rawg.io/media/games/8f3/8f306808c45a4dbe0cd698e0b142af08.jpg'}]","[{'id': 329141, 'store': {'id': 3, 'name': 'PlayStation Store', 'slug': 'playstation-store', 'domain': 'store.playstation.com', 'games_count': 7934, 'image_background': 'https://media.rawg.io/media/games/562/562553814dd54e001a541e4ee83a591c.jpg'}}, {'id': 339406, 'store': {'id': 1, 'name': 'Steam', 'slug': 'steam', 'domain': 'store.steampowered.com', 'games_count': 91508, 'image_background': 'https://media.rawg.io/media/games/6fc/6fcf4cd3b17c288821388e6085bb0fc9.jpg'}}]",,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 220522, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 37503, 'image_background': 'https://media.rawg.io/media/games/b49/b4912b5dbfc7ed8927b65f05b8507f6c.jpg'}, {'id': 18, 'name': 'Co-op', 'slug': 'co-op', 'language': 'eng', 'games_count': 11289, 'image_background': 'https://media.rawg.io/media/games/d0f/d0f91fe1d92332147e5db74e207cfc7a.jpg'}, {'id': 40845, 'name': 'Partial Controller Support', 'slug': 'partial-controller-support', 'language': 'eng', 'games_count': 11441, 'image_background': 'https://media.rawg.io/media/games/2ad/2ad87a4a69b1104f02435c14c5196095.jpg'}, {'id': 9, 'name': 'Online Co-Op', 'slug': 'online-co-op', 'language': 'eng', 'games_count': 5356, 'image_background': 'https://media.rawg.io/media/games/15c/15c95a4915f88a3e89c821526afe05fc.jpg'}, {'id': 397, 'name': 'Online multiplayer', 'slug': 'online-multiplayer', 'language': 'eng', 'games_count': 3805, 'image_background': 'https://media.rawg.io/media/games/fba/fbae1bcfae1feffda6a11fbc1c939420.jpg'}, {'id': 75, 'name': 'Local Co-Op', 'slug': 'local-co-op', 'language': 'eng', 'games_count': 5346, 'image_background': 'https://media.rawg.io/media/games/1e5/1e5e33b88be978f451196a751424a72e.jpg'}, {'id': 72, 'name': 'Local Multiplayer', 'slug': 'local-multiplayer', 'language': 'eng', 'games_count': 13047, 'image_background': 'https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg'}, {'id': 40837, 'name': 'In-App Purchases', 'slug': 'in-app-purchases', 'language': 'eng', 'games_count': 2510, 'image_background': 'https://media.rawg.io/media/games/651/651ae84f2d5e36206aad90976a453329.jpg'}, {'id': 216, 'name': 'Heist', 'slug': 'heist', 'language': 'eng', 'games_count': 508, 'image_background': 'https://media.rawg.io/media/screenshots/76a/76a4511b693e10e282463b5904a2f450.jpg'}, {'id': 191, 'name': 'Football', 'slug': 'football', 'language': 'eng', 'games_count': 2039, 'image_background': 'https://media.rawg.io/media/screenshots/3a5/3a59c74568a14736d44a1df1660c5282.jpg'}, {'id': 190, 'name': 'Soccer', 'slug': 'soccer', 'language': 'eng', 'games_count': 1832, 'image_background': 'https://media.rawg.io/media/games/1a7/1a77ee44d7e91949aa794597d32c2e28.jpg'}]","{'id': 2, 'name': 'Everyone 10+', 'slug': 'everyone-10-plus'}","[{'id': -1, 'image': 'https://media.rawg.io/media/games/2ed/2ed38a102fe66a0ea98a8e09c660a458.jpg'}, {'id': 2008146, 'image': 'https://media.rawg.io/media/screenshots/2eb/2eb30411d335b7b4682a993db0eb7b0e.jpg'}, {'id': 2008147, 'image': 'https://media.rawg.io/media/screenshots/9f7/9f7491ef2d03d2e48e2e6f2a8a547e7b.jpg'}, {'id': 2008148, 'image': 'https://media.rawg.io/media/screenshots/e97/e97364eda022c9a77680542cbfdb0f5b.jpg'}, {'id': 2008149, 'image': 'https://media.rawg.io/media/screenshots/56b/56b8bf3a504f96112c7c3400cdf65f7c.jpg'}, {'id': 2008150, 'image': 'https://media.rawg.io/media/screenshots/2c3/2c35256daabe00713e006569a8dfee31.jpg'}, {'id': 2008151, 'image': 'https://media.rawg.io/media/screenshots/af3/af3c31e925ceffd95574692230274c5d.jpg'}]"
17659,the-testament-of-sherlock-holmes,The Testament of Sherlock Holmes,2012-09-20,False,https://media.rawg.io/media/games/22e/22e75ceb294e7822f028a3ec2e92eb3e.jpg,3.53,4,"[{'id': 4, 'title': 'recommended', 'count': 79, 'percent': 54.48}, {'id': 3, 'title': 'meh', 'count': 37, 'percent': 25.52}, {'id': 1, 'title': 'skip', 'count': 15, 'percent': 10.34}, {'id': 5, 'title': 'exceptional', 'count': 14, 'percent': 9.66}]",144,1,1412,"{'yet': 78, 'owned': 1159, 'beaten': 112, 'toplay': 30, 'dropped': 31, 'playing': 2}",73.0,4,585,2024-05-09T21:28:07,,145,0f0f0f,0f0f0f,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 528349, 'image_background': 'https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg'}, 'released_at': '2012-09-20', 'requirements_en': {'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong>WINDOWS XP SP3/WINDOWS VISTA SP2/WINDOWS 7<br>\t</li><li><strong>Processor:</strong>AMD/INTEL DUAL-CORE 2 GHZ<br>\t</li><li><strong>Memory:</strong>2048 MB RAM<br>\t</li><li><strong>Graphics:</strong>256 MB 100% DIRECTX 9 AND SHADERS 3.0 COMPATIBLE ATI RADEON HD 2600 XT/NVIDIA GEFORCE 8600 GT OR HIGHER<br>\t</li><li><strong>DirectX®:</strong>9.0c<br>\t</li><li><strong>Hard Drive:</strong>14 GB HD space<br>\t</li><li><strong>Sound:</strong>DIRECTX 9 COMPATIBLE</li></ul>'}, 'requirements_ru': {'minimum': 'Pentium 4/Athlon XP 2 ГГц,2 Гб памяти,3D-ускоритель с 256 Мб памяти,14 Гб на винчестере', 'recommended': 'Pentium 4/Athlon XP 2.5 ГГц,2 Гб памяти,3D-ускоритель с 512 Мб памяти,14 Гб на винчестере'}}, {'platform': {'id': 14, 'name': 'Xbox 360', 'slug': 'xbox360', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 2799, 'image_background': 'https://media.rawg.io/media/games/bc0/bc06a29ceac58652b684deefe7d56099.jpg'}, 'released_at': '2012-09-20', 'requirements_en': None, 'requirements_ru': None}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action', 'games_count': 179305, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 3, 'name': 'Adventure', 'slug': 'adventure', 'games_count': 138903, 'image_background': 'https://media.rawg.io/media/games/253/2534a46f3da7fa7c315f1387515ca393.jpg'}]","[{'id': 19651, 'store': {'id': 1, 'name': 'Steam', 'slug': 'steam', 'domain': 'store.steampowered.com', 'games_count': 91507, 'image_background': 'https://media.rawg.io/media/games/34b/34b1f1850a1c06fd971bc6ab3ac0ce0e.jpg'}}, {'id': 26687, 'store': {'id': 5, 'name': 'GOG', 'slug': 'gog', 'domain': 'gog.com', 'games_count': 5950, 'image_background': 'https://media.rawg.io/media/games/ebd/ebdbb7eb52bd58b0e7fa4538d9757b60.jpg'}}, {'id': 49493, 'store': {'id': 7, 'name': 'Xbox 360 Store', 'slug': 'xbox360', 'domain': 'marketplace.xbox.com', 'games_count': 1912, 'image_background': 'https://media.rawg.io/media/games/bc0/bc06a29ceac58652b684deefe7d56099.jpg'}}]",,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 220522, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}, {'id': 40847, 'name': 'Steam Achievements', 'slug': 'steam-achievements', 'language': 'eng', 'games_count': 36657, 'image_background': 'https://media.rawg.io/media/games/490/49016e06ae2103881ff6373248843069.jpg'}, {'id': 40849, 'name': 'Steam Cloud', 'slug': 'steam-cloud', 'language': 'eng', 'games_count': 17278, 'image_background': 'https://media.rawg.io/media/games/b49/b4912b5dbfc7ed8927b65f05b8507f6c.jpg'}, {'id': 13, 'name': 'Atmospheric', 'slug': 'atmospheric', 'language': 'eng', 'games_count': 32548, 'image_background': 'https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg'}, {'id': 7808, 'name': 'steam-trading-cards', 'slug': 'steam-trading-cards', 'language': 'eng', 'games_count': 7569, 'image_background': 'https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg'}, {'id': 118, 'name': 'Story Rich', 'slug': 'story-rich', 'language': 'eng', 'games_count': 21003, 'image_background': 'https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg'}, {'id': 8, 'name': 'First-Person', 'slug': 'first-person', 'language': 'eng', 'games_count': 31080, 'image_background': 'https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg'}, {'id': 40845, 'name': 'Partial Controller Support', 'slug': 'partial-controller-support', 'language': 'eng', 'games_count': 11441, 'image_background': 'https://media.rawg.io/media/games/2ad/2ad87a4a69b1104f02435c14c5196095.jpg'}, {'id': 141, 'name': 'Point & Click', 'slug': 'point-click', 'language': 'eng', 'games_count': 12763, 'image_background': 'https://media.rawg.io/media/games/264/2642b17a7885f7abc4fd018e98943242.jpg'}, {'id': 117, 'name': 'Mystery', 'slug': 'mystery', 'language': 'eng', 'games_count': 13221, 'image_background': 'https://media.rawg.io/media/games/4cb/4cb855e8ef1578415a928e53c9f51867.png'}, {'id': 142, 'name': 'Detective', 'slug': 'detective', 'language': 'eng', 'games_count': 3164, 'image_background': 'https://media.rawg.io/media/games/5f2/5f25cf08217b40b9d8f02f95db1fdc1d.jpg'}, {'id': 283, 'name': 'Based On A Novel', 'slug': 'based-on-a-novel', 'language': 'eng', 'games_count': 49, 'image_background': 'https://media.rawg.io/media/screenshots/2b9/2b911fa5f17f537087631a4da9ede2af.jpg'}]","{'id': 4, 'name': 'Mature', 'slug': 'mature'}","[{'id': -1, 'image': 'https://media.rawg.io/media/games/22e/22e75ceb294e7822f028a3ec2e92eb3e.jpg'}, {'id': 161677, 'image': 'https://media.rawg.io/media/screenshots/184/1841bce41591f9c144899b4882e55cd4.jpg'}, {'id': 161678, 'image': 'https://media.rawg.io/media/screenshots/89f/89fb0191c732b2d63a750060f780d43d.jpg'}, {'id': 161679, 'image': 'https://media.rawg.io/media/screenshots/2b9/2b9f1a9703fa11aeec2f9a5157477bf0.jpg'}, {'id': 161680, 'image': 'https://media.rawg.io/media/screenshots/a48/a480eacc3b0a488fa30bb4359263c120.jpg'}, {'id': 161681, 'image': 'https://media.rawg.io/media/screenshots/517/51707327e992bf27d840b9dc408487d0.jpg'}, {'id': 161682, 'image': 'https://media.rawg.io/media/screenshots/9b3/9b3989e8b1a593156715fac34786ece0.jpg'}]"
11009,state-of-mind,State of Mind,2018-08-15,False,https://media.rawg.io/media/games/d75/d75b6636526da53fada8a2b49910e41d.jpg,3.47,4,"[{'id': 4, 'title': 'recommended', 'count': 34, 'percent': 47.22}, {'id': 3, 'title': 'meh', 'count': 26, 'percent': 36.11}, {'id': 5, 'title': 'exceptional', 'count': 6, 'percent': 8.33}, {'id': 1, 'title': 'skip', 'count': 6, 'percent': 8.33}]",72,0,1412,"{'yet': 119, 'owned': 1163, 'beaten': 45, 'toplay': 54, 'dropped': 28, 'playing': 3}",68.0,4,429,2024-05-02T14:48:52,,72,0f0f0f,0f0f0f,"[{'platform': {'id': 1, 'name': 'Xbox One', 'slug': 'xbox-one', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 5618, 'image_background': 'https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg'}, 'released_at': '2018-08-15', 'requirements_en': None, 'requirements_ru': None}, {'platform': {'id': 7, 'name': 'Nintendo Switch', 'slug': 'nintendo-switch', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 5448, 'image_background': 'https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg'}, 'released_at': '2018-08-15', 'requirements_en': None, 'requirements_ru': None}, {'platform': {'id': 18, 'name': 'PlayStation 4', 'slug': 'playstation4', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 6805, 'image_background': 'https://media.rawg.io/media/games/618/618c2031a07bbff6b4f611f10b6bcdbc.jpg'}, 'released_at': '2018-08-15', 'requirements_en': None, 'requirements_ru': None}, {'platform': {'id': 5, 'name': 'macOS', 'slug': 'macos', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 103731, 'image_background': 'https://media.rawg.io/media/games/157/15742f2f67eacff546738e1ab5c19d20.jpg'}, 'released_at': '2018-08-16', 'requirements_en': {'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.9.2<br></li><li><strong>Processor:</strong> Dual-core Intel or AMD, 2.5 GHz or faster<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 8800 GT or Radeon HD2900 series card or better (DirectX10 card or better)<br></li><li><strong>Storage:</strong> 3 GB available space<br></li><li><strong>Sound Card:</strong> any</li></ul>'}, 'requirements_ru': None}, {'platform': {'id': 3, 'name': 'iOS', 'slug': 'ios', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 77243, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, 'released_at': '2018-08-15', 'requirements_en': {'devices': []}, 'requirements_ru': None}, {'platform': {'id': 4, 'name': 'PC', 'slug': 'pc', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 528349, 'image_background': 'https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg'}, 'released_at': '2018-08-15', 'requirements_en': {'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7/8 32-bit<br></li><li><strong>Processor:</strong> Dual-core Intel or AMD, 2.5 GHz or faster<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 8800 GT or Radeon HD2900 series card or better (DirectX10 card or better)<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 3 GB available space<br></li><li><strong>Sound Card:</strong> Onboard</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7/8 32-bit or higher<br></li><li><strong>Processor:</strong> Quad-core Intel or AMD, 2.5 GHz or faster<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or better (DirectX10 card or better)<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 3 GB available space<br></li><li><strong>Sound Card:</strong> Onboard</li></ul>'}, 'requirements_ru': None}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux', 'image': None, 'year_end': None, 'year_start': None, 'games_count': 76731, 'image_background': 'https://media.rawg.io/media/games/9fa/9fa63622543e5d4f6d99aa9d73b043de.jpg'}, 'released_at': '2018-08-15', 'requirements_en': {'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 15.04 (64 bit only)<br></li><li><strong>Processor:</strong> Dual-core Intel or AMD, 2.5 GHz or faster<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 8800 GT or Radeon HD2900 series card or better (DirectX10 card or better)<br></li><li><strong>Storage:</strong> 3 GB available space<br></li><li><strong>Sound Card:</strong> Sound Card with Latest Drivers</li></ul>'}, 'requirements_ru': None}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 2, 'name': 'PlayStation', 'slug': 'playstation'}}, {'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}, {'platform': {'id': 4, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}, {'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action', 'games_count': 179305, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 3, 'name': 'Adventure', 'slug': 'adventure', 'games_count': 138903, 'image_background': 'https://media.rawg.io/media/games/253/2534a46f3da7fa7c315f1387515ca393.jpg'}, {'id': 51, 'name': 'Indie', 'slug': 'indie', 'games_count': 63960, 'image_background': 'https://media.rawg.io/media/games/095/0953bf01cd4e4dd204aba85489ac9868.jpg'}, {'id': 7, 'name': 'Puzzle', 'slug': 'puzzle', 'games_count': 97270, 'image_background': 'https://media.rawg.io/media/games/e07/e07737df8469bf32d132ba9eaffc3461.jpg'}]","[{'id': 49723, 'store': {'id': 3, 'name': 'PlayStation Store', 'slug': 'playstation-store', 'domain': 'store.playstation.com', 'games_count': 7935, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}}, {'id': 239178, 'store': {'id': 4, 'name': 'App Store', 'slug': 'apple-appstore', 'domain': 'apps.apple.com', 'games_count': 75449, 'image_background': 'https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg'}}, {'id': 12071, 'store': {'id': 1, 'name': 'Steam', 'slug': 'steam', 'domain': 'store.steampowered.com', 'games_count': 91507, 'image_background': 'https://media.rawg.io/media/games/34b/34b1f1850a1c06fd971bc6ab3ac0ce0e.jpg'}}, {'id': 25660, 'store': {'id': 5, 'name': 'GOG', 'slug': 'gog', 'domain': 'gog.com', 'games_count': 5950, 'image_background': 'https://media.rawg.io/media/games/ebd/ebdbb7eb52bd58b0e7fa4538d9757b60.jpg'}}, {'id': 49727, 'store': {'id': 2, 'name': 'Xbox Store', 'slug': 'xbox-store', 'domain': 'microsoft.com', 'games_count': 4847, 'image_background': 'https://media.rawg.io/media/games/587/587588c64afbff80e6f444eb2e46f9da.jpg'}}, {'id': 49743, 'store': {'id': 6, 'name': 'Nintendo Store', 'slug': 'nintendo', 'domain': 'nintendo.com', 'games_count': 9009, 'image_background': 'https://media.rawg.io/media/games/1f4/1f47a270b8f241e4676b14d39ec620f7.jpg'}}]",,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 220522, 'image_background': 'https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg'}, {'id': 40847, 'name': 'Steam Achievements', 'slug': 'steam-achievements', 'language': 'eng', 'games_count': 36657, 'image_background': 'https://media.rawg.io/media/games/490/49016e06ae2103881ff6373248843069.jpg'}, {'id': 40836, 'name': 'Full controller support', 'slug': 'full-controller-support', 'language': 'eng', 'games_count': 17269, 'image_background': 'https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg'}, {'id': 40849, 'name': 'Steam Cloud', 'slug': 'steam-cloud', 'language': 'eng', 'games_count': 17278, 'image_background': 'https://media.rawg.io/media/games/b49/b4912b5dbfc7ed8927b65f05b8507f6c.jpg'}, {'id': 7808, 'name': 'steam-trading-cards', 'slug': 'steam-trading-cards', 'language': 'eng', 'games_count': 7569, 'image_background': 'https://media.rawg.io/media/games/310/3106b0e012271c5ffb16497b070be739.jpg'}, {'id': 32, 'name': 'Sci-fi', 'slug': 'sci-fi', 'language': 'eng', 'games_count': 18804, 'image_background': 'https://media.rawg.io/media/games/120/1201a40e4364557b124392ee50317b99.jpg'}, {'id': 41, 'name': 'Dark', 'slug': 'dark', 'language': 'eng', 'games_count': 15406, 'image_background': 'https://media.rawg.io/media/games/4fb/4fb548e4816c84d1d70f1a228fb167cc.jpg'}, {'id': 226, 'name': 'Cyberpunk', 'slug': 'cyberpunk', 'language': 'eng', 'games_count': 4477, 'image_background': 'https://media.rawg.io/media/games/81e/81e6c6819d4322caf375b6735c3043ec.jpg'}, {'id': 119, 'name': 'Dystopian', 'slug': 'dystopian', 'language': 'eng', 'games_count': 2057, 'image_background': 'https://media.rawg.io/media/games/8e4/8e4de3f54ac659e08a7ba6a2b731682a.jpg'}]","{'id': 3, 'name': 'Teen', 'slug': 'teen'}","[{'id': -1, 'image': 'https://media.rawg.io/media/games/d75/d75b6636526da53fada8a2b49910e41d.jpg'}, {'id': 88009, 'image': 'https://media.rawg.io/media/screenshots/e65/e65de5bbd639934f8d390260b6a92ebb.jpg'}, {'id': 88010, 'image': 'https://media.rawg.io/media/screenshots/426/426a4c04274b08564df4395fe9f7f9e5.jpg'}, {'id': 88011, 'image': 'https://media.rawg.io/media/screenshots/881/8818eb9f7995a5507328cff679b9c33b.jpg'}, {'id': 88012, 'image': 'https://media.rawg.io/media/screenshots/8a7/8a7d1389c38b5fea34bc4341b886b375.jpg'}, {'id': 88013, 'image': 'https://media.rawg.io/media/screenshots/283/283001e2f5ef2d3495c06470dee1be74.jpg'}, {'id': 88014, 'image': 'https://media.rawg.io/media/screenshots/8ff/8ffd409a74d374a47512fe9be6a9b8b1.jpg'}]"
