title,released,rating,ratings_count,genres,platforms
GOD EATER RESURRECTION,2016-06-29,RATED T FOR TEEN,87,ACTION RPG,PLAYSTATION 4
GOD FACTORY WINGMEN,2014-08-29,RATED T FOR TEEN,20,SPACE COMBAT SIM,PC
GOD HAND,2006-10-10,RATED M FOR MATURE,808,3D BEAT-'EM-UP,PLAYSTATION 2
GOD MODE,2013-04-19,RATED M FOR MATURE,134,THIRD PERSON SHOOTER,PC
GOD OF WAR,2005-03-22,RATED M FOR MATURE,2472,LINEAR ACTION ADVENTURE,PLAYSTATION 2
GOD OF WAR,2018-04-20,RATED M FOR MATURE,24855,LINEAR ACTION ADVENTURE,PLAYSTATION 4
GOD OF WAR ASCENSION,2013-03-12,RATED M FOR MATURE,1527,LINEAR ACTION ADVENTURE,PLAYSTATION 3
GOD OF WAR CHAINS OF OLYMPUS,2008-03-04,RATED M FOR MATURE,1047,LINEAR ACTION ADVENTURE,PSP
GOD OF WAR COLLECTION,2009-11-17,RATED M FOR MATURE,738,COMPILATION,PLAYSTATION VITA
GOD OF WAR GHOST OF SPARTA,2010-11-02,RATED M FOR MATURE,854,LINEAR ACTION ADVENTURE,PSP
GOD OF WAR II,2007-03-13,RATED M FOR MATURE,1908,LINEAR ACTION ADVENTURE,PLAYSTATION 2
GOD OF WAR III,2010-03-16,RATED M FOR MATURE,3187,LINEAR ACTION ADVENTURE,PLAYSTATION 3
GOD OF WAR III REMASTERED,2015-07-14,RATED M FOR MATURE,1639,LINEAR ACTION ADVENTURE,PLAYSTATION 4
GOD OF WAR ORIGINS COLLECTION,2011-09-13,RATED M FOR MATURE,377,COMPILATION,PLAYSTATION 3
GOD OF WAR RAGNAROK,2022-11-09,RATED M FOR MATURE,10678,ACTION ADVENTURE,PLAYSTATION 5
GOD WARS FUTURE PAST,2017-06-20,RATED T FOR TEEN,39,TURN-BASED TACTICS,PLAYSTATION VITA
GOD WARS THE COMPLETE LEGEND,2018-09-04,RATED T FOR TEEN,16,TURN-BASED TACTICS,NINTENDO SWITCH
GOD'S TRIGGER,2019-04-18,RATED M FOR MATURE,36,LINEAR ACTION ADVENTURE,XBOX ONE
GODAI ELEMENTAL FORCE,2002-01-21,RATED T FOR TEEN,7,3D BEAT-'EM-UP,PLAYSTATION 2
GODFALL,2020-11-12,RATED T FOR TEEN,570,ACTION RPG,PLAYSTATION 5
GODS EATER BURST,2011-03-15,RATED T FOR TEEN,41,ACTION RPG,PSP
GODS LANDS OF INFINITY,2006-06-10,RATED T FOR TEEN,9,WESTERN RPG,PC
GODSTRIKE,2021-04-15,RATED E +10 FOR EVERYONE +10,0,TOP-DOWN SHOOT-'EM-UP,PC
GODZILLA,2015-07-14,RATED T FOR TEEN,288,ACTION ADVENTURE,PLAYSTATION 4
GODZILLA DESTROY ALL MONSTERS MELEE,2002-10-08,RATED T FOR TEEN,23,3D FIGHTING,GAMECUBE
GODZILLA DOMINATION!,2002-11-11,RATED E FOR EVERYONE,0,2D BEAT-'EM-UP,GAME BOY ADVANCE
GODZILLA SAVE THE EARTH,2004-11-16,RATED T FOR TEEN,8,3D FIGHTING,XBOX
GOLAZO!,2019-09-12,RATED E FOR EVERYONE,8,SOCCER,NINTENDO SWITCH
GOLDEN AXE,2007-07-11,RATED T FOR TEEN,15,2D BEAT-'EM-UP,PLAYSTATION 3
GOLDEN AXE BEAST RIDER,2008-10-14,RATED M FOR MATURE,18,ACTION,XBOX 360
GOLDEN FORCE,2021-01-28,RATED M FOR MATURE,0,2D PLATFORMER,PLAYSTATION 4
GOLDEN SUN,2001-11-11,RATED E FOR EVERYONE,282,JRPG,GAME BOY ADVANCE
GOLDEN SUN DARK DAWN,2010-11-29,RATED E +10 FOR EVERYONE +10,117,JRPG,DS
GOLDEN SUN THE LOST AGE,2003-04-14,RATED E FOR EVERYONE,168,JRPG,GAME BOY ADVANCE
GOLDENEYE 007,1997-08-25,RATED T FOR TEEN,857,FPS,NINTENDO 64
GOLDENEYE 007,2010-11-02,RATED T FOR TEEN,225,FPS,WII
GOLDENEYE 007 RELOADED,2011-11-01,RATED T FOR TEEN,116,FPS,PLAYSTATION 3
GOLDENEYE ROGUE AGENT,2004-11-22,RATED T FOR TEEN,10,FPS,PLAYSTATION 2
GOLEM,2019-11-15,RATED T FOR TEEN,29,ACTION ADVENTURE,PLAYSTATION 4
GOLEM GATES,2019-05-31,RATED E +10 FOR EVERYONE +10,6,ACTION RPG,PC
GOLF PEAKS,2019-03-14,RATED E FOR EVERYONE,18,PUZZLE,PC
GOLF STORY,2017-09-28,RATED E FOR EVERYONE,345,ACTION ADVENTURE,NINTENDO SWITCH
GOLF TEE IT UP!,2008-07-09,RATED E FOR EVERYONE,0,GOLF,XBOX 360
GOLF WITH YOUR FRIENDS,2020-05-19,RATED E +10 FOR EVERYONE +10,42,GOLF,PC
GONNER,2017-06-29,RATED E +10 FOR EVERYONE +10,57,2D PLATFORMER,PC
GOOD JOB!,2020-03-26,RATED E FOR EVERYONE,44,ACTION PUZZLE,NINTENDO SWITCH
GOODBYE VOLCANO HIGH,2023-08-29,RATED E FOR EVERYONE,41,ADVENTURE,PLAYSTATION 5
GORASUL LEGACY OF THE DRAGON,2001-11-26,RATED T FOR TEEN,8,RPG,PC
GORE ULTIMATE SOLDIER,2002-06-05,RATED M FOR MATURE,5,FPS,PC
GORN,2020-05-19,RATED M FOR MATURE,13,3D BEAT-'EM-UP,PC
GOTCHA FORCE,2003-12-03,RATED E FOR EVERYONE,25,THIRD PERSON SHOOTER,GAMECUBE
GOTHAM CITY IMPOSTORS,2012-02-08,RATED T FOR TEEN,92,FPS,PLAYSTATION 3
GOTHAM KNIGHTS,2022-10-21,RATED T FOR TEEN,752,OPEN-WORLD ACTION,PLAYSTATION 5
GOTHIC,2001-11-23,RATED T FOR TEEN,1261,ACTION RPG,PC
GOTHIC 3,2006-11-14,RATED T FOR TEEN,832,WESTERN RPG,PC
GOTHIC 3 FORSAKEN GODS,2008-11-20,RATED T FOR TEEN,172,WESTERN RPG,PC
GOTHIC II,2003-10-28,RATED M FOR MATURE,1283,WESTERN RPG,PC
GOTHIC II COMPLETE CLASSIC,2023-11-29,RATED M FOR MATURE,7,WESTERN RPG,NINTENDO SWITCH
GRABBED BY THE GHOULIES,2003-10-21,RATED E FOR EVERYONE,32,LINEAR ACTION ADVENTURE,XBOX
GRACEFUL EXPLOSION MACHINE,2017-04-06,RATED E FOR EVERYONE,84,HORIZONTAL SHOOT-'EM-UP,NINTENDO SWITCH
GRADIUS COLLECTION,2006-06-06,RATED E FOR EVERYONE,22,COMPILATION,PSP
GRADIUS GALAXIES,2001-11-12,RATED E FOR EVERYONE,6,HORIZONTAL SHOOT-'EM-UP,GAME BOY ADVANCE
GRADIUS III AND IV,2000-11-13,RATED E FOR EVERYONE,5,HORIZONTAL SHOOT-'EM-UP,PLAYSTATION 2
GRADIUS REBIRTH,2009-03-09,RATED E FOR EVERYONE,0,HORIZONTAL SHOOT-'EM-UP,WII
GRADIUS V,2004-09-14,RATED T FOR TEEN,25,HORIZONTAL SHOOT-'EM-UP,PLAYSTATION 2
GRAFFITI KINGDOM,2005-07-28,RATED E FOR EVERYONE,7,ACTION RPG,PLAYSTATION 2
GRAN TURISMO,1998-05-12,RATED E FOR EVERYONE,477,AUTO RACING SIM,PLAYSTATION
GRAN TURISMO 2,1999-12-23,RATED E FOR EVERYONE,399,AUTO RACING SIM,PLAYSTATION
GRAN TURISMO 3 ASPEC,2001-07-09,RATED E FOR EVERYONE,378,AUTO RACING SIM,PLAYSTATION 2
GRAN TURISMO 4,2005-02-22,RATED E FOR EVERYONE,877,AUTO RACING SIM,PLAYSTATION 2
GRAN TURISMO 5,2010-11-24,RATED E FOR EVERYONE,1370,AUTO RACING SIM,PLAYSTATION 3
GRAN TURISMO 5 PROLOGUE,2008-04-15,RATED E FOR EVERYONE,83,AUTO RACING SIM,PLAYSTATION 3
GRAN TURISMO 6,2013-12-06,RATED E FOR EVERYONE,1014,AUTO RACING SIM,PLAYSTATION 3
GRAN TURISMO 7,2022-03-04,RATED E FOR EVERYONE,11496,AUTO RACING SIM,PLAYSTATION 5
GRAN TURISMO SPORT,2017-10-17,RATED E FOR EVERYONE,1934,AUTO RACING SIM,PLAYSTATION 4
GRAN TURISMO THE REAL DRIVING SIMULATOR,2009-09-30,RATED E FOR EVERYONE,95,AUTO RACING SIM,PSP
GRANBLUE FANTASY RELINK,2024-02-01,RATED T FOR TEEN,120,RPG,PLAYSTATION 5
GRANBLUE FANTASY VERSUS,2020-03-03,RATED T FOR TEEN,95,2D FIGHTING,PLAYSTATION 4
GRANBLUE FANTASY VERSUS RISING,2023-12-14,RATED T FOR TEEN,24,2D FIGHTING,PLAYSTATION 5
GRAND AGES MEDIEVAL,2015-09-25,RATED T FOR TEEN,55,REAL-TIME STRATEGY,PC
GRAND AGES ROME,2009-03-17,RATED T FOR TEEN,51,REAL-TIME STRATEGY,PC
GRAND KINGDOM,2016-06-21,RATED T FOR TEEN,103,TURN-BASED TACTICS,PLAYSTATION 4
GRAND PRIX 3,2000-08-24,RATED E FOR EVERYONE,27,AUTO RACING SIM,PC
GRAND PRIX CHALLENGE,2003-03-03,RATED E FOR EVERYONE,0,AUTO RACING SIM,PLAYSTATION 2
GRAND SLAM TENNIS,2009-06-08,RATED E FOR EVERYONE,19,TENNIS,WII
GRAND SLAM TENNIS 2,2012-02-14,RATED E FOR EVERYONE,17,TENNIS,PLAYSTATION 3
GRAND THEFT AUTO,2004-10-26,RATED M FOR MATURE,77,OPEN-WORLD ACTION,GAME BOY ADVANCE
GRAND THEFT AUTO 2,1999-10-25,RATED T FOR TEEN,150,OPEN-WORLD ACTION,PLAYSTATION
GRAND THEFT AUTO CHINATOWN WARS,2009-03-17,RATED M FOR MATURE,266,OPEN-WORLD ACTION,DS
GRAND THEFT AUTO DOUBLE PACK,2003-11-04,RATED M FOR MATURE,80,COMPILATION,XBOX
GRAND THEFT AUTO III,2001-10-22,RATED M FOR MATURE,1224,OPEN-WORLD ACTION,PLAYSTATION 2
GRAND THEFT AUTO IV,2008-04-29,RATED M FOR MATURE,3186,OPEN-WORLD ACTION,PLAYSTATION 3
GRAND THEFT AUTO IV THE BALLAD OF GAY TONY,2009-10-29,RATED M FOR MATURE,325,OPEN-WORLD ACTION,PC
GRAND THEFT AUTO IV THE LOST AND DAMNED,2009-02-17,RATED M FOR MATURE,315,OPEN-WORLD ACTION,XBOX 360
GRAND THEFT AUTO LIBERTY CITY STORIES,2005-10-24,RATED M FOR MATURE,339,OPEN-WORLD ACTION,PSP
GRAND THEFT AUTO ONLINE,2013-10-01,RATED M FOR MATURE,229,OPEN-WORLD ACTION,XBOX 360
GRAND THEFT AUTO SAN ANDREAS,2004-10-26,RATED M FOR MATURE,3467,OPEN-WORLD ACTION,PLAYSTATION 2
GRAND THEFT AUTO THE TRILOGY  THE DEFINITIVE EDITION,2021-11-11,RATED M FOR MATURE,4292,COMPILATION,NINTENDO SWITCH
GRAND THEFT AUTO V,2014-11-18,RATED M FOR MATURE,9576,OPEN-WORLD ACTION,PLAYSTATION 3
GRAND THEFT AUTO VICE CITY,2002-10-29,RATED M FOR MATURE,1651,OPEN-WORLD ACTION,PLAYSTATION 2
GRAND THEFT AUTO VICE CITY 10TH ANNIVERSARY EDITION,2012-12-06,RATED M FOR MATURE,87,OPEN-WORLD ACTION,IOS (IPHONE/IPAD)
GRAND THEFT AUTO VICE CITY STORIES,2006-10-31,RATED M FOR MATURE,323,OPEN-WORLD ACTION,PLAYSTATION 2
GRANDIA,1999-09-30,RATED E FOR EVERYONE,156,JRPG,PLAYSTATION
GRANDIA HD COLLECTION,2019-08-16,RATED T FOR TEEN,47,COMPILATION,NINTENDO SWITCH
GRANDIA II,2002-01-28,RATED T FOR TEEN,54,JRPG,DREAMCAST
GRANDIA II ANNIVERSARY EDITION,2015-08-24,RATED T FOR TEEN,39,JRPG,PC
GRANDIA III,2006-02-14,RATED T FOR TEEN,55,JRPG,PLAYSTATION 2
GRANDIA XTREME,2002-09-30,RATED T FOR TEEN,13,JRPG,PLAYSTATION 2
GRAPPLE DOG,2022-02-10,RATED E FOR EVERYONE,6,2D PLATFORMER,PC
GRAVEL,2018-02-27,RATED E FOR EVERYONE,58,AUTO RACING,XBOX ONE
GRAVITAR RECHARGED,2022-06-02,RATED E FOR EVERYONE,0,ARCADE,XBOX SERIES X
GRAVITRONIX,2009-10-12,RATED E FOR EVERYONE,0,ACTION,WII
GRAVITY BADGERS,2014-05-29,RATED E FOR EVERYONE,0,ACTION PUZZLE,PC
GRAVITY CRASH,2009-11-24,RATED E FOR EVERYONE,0,TOP-DOWN SHOOT-'EM-UP,PLAYSTATION 3
GRAVITY CRASH ULTRA,2014-08-12,RATED E FOR EVERYONE,11,TOP-DOWN SHOOT-'EM-UP,PLAYSTATION VITA
GRAVITY GAMES BIKE STREET VERT DIRT,2002-06-27,RATED T FOR TEEN,7,BIKING,PLAYSTATION 2
GRAVITY RUSH,2012-06-12,RATED T FOR TEEN,753,OPEN-WORLD ACTION,PLAYSTATION VITA
GRAVITY RUSH 2,2017-01-20,RATED T FOR TEEN,700,OPEN-WORLD ACTION,PLAYSTATION 4
GRAVITY RUSH REMASTERED,2016-02-02,RATED T FOR TEEN,501,OPEN-WORLD ACTION,PLAYSTATION 4
GRAY MATTER,2011-02-22,RATED T FOR TEEN,108,POINT-AND-CLICK,PC
GREAK MEMORIES OF AZUR,2021-08-17,RATED E +10 FOR EVERYONE +10,24,METROIDVANIA,PC
"GREAT INVASIONS THE DARKAGES ""3501066 AD""",2007-03-16,RATED E +10 FOR EVERYONE +10,0,TURN-BASED STRATEGY,PC
GREAT WAR NATIONS THE SPARTANS,2008-05-05,RATED M FOR MATURE,6,REAL-TIME STRATEGY,PC
GREED CORP,2010-02-24,RATED E FOR EVERYONE,8,TURN-BASED STRATEGY,PLAYSTATION 3
GREEDFALL,2019-09-09,RATED M FOR MATURE,605,ACTION RPG,PC
GREEN BERETS POWERED BY MYTH II,2001-07-26,RATED M FOR MATURE,0,STRATEGY,PC
GREEN DAY ROCK BAND,2010-06-08,RATED T FOR TEEN,11,RHYTHM,XBOX 360
GREEN LANTERN RISE OF THE MANHUNTERS,2011-06-07,RATED T FOR TEEN,30,ACTION ADVENTURE,PLAYSTATION 3
GREG HASTINGS' TOURNAMENT PAINTBALL,2004-11-16,RATED T FOR TEEN,8,INDIVIDUAL SPORTS,XBOX
GREG HASTINGS' TOURNAMENT PAINTBALL MAX'D,2005-10-18,RATED E +10 FOR EVERYONE +10,0,TACTICAL FPS,PLAYSTATION 2
GRETZKY NHL,2005-03-14,RATED E FOR EVERYONE,0,HOCKEY SIM,PSP
GRETZKY NHL 06,2005-09-20,RATED E +10 FOR EVERYONE +10,0,HOCKEY SIM,PLAYSTATION 2
GRETZKY NHL 2005,2004-11-09,RATED E FOR EVERYONE,0,HOCKEY SIM,PLAYSTATION 2
GREY GOO,2015-01-23,RATED T FOR TEEN,214,COMMAND RTS,PC
GRID,2008-06-03,RATED E FOR EVERYONE,90,AUTO RACING SIM,DS
GRID,2019-10-11,RATED E FOR EVERYONE,113,AUTO RACING SIM,PLAYSTATION 4
GRID 2,2013-05-28,RATED E FOR EVERYONE,173,AUTO RACING SIM,PC
GRID AUTOSPORT,2014-06-24,RATED E FOR EVERYONE,73,AUTO RACING SIM,XBOX 360
GRID LEGENDS,2022-02-25,RATED E +10 FOR EVERYONE +10,102,AUTO RACING SIM,XBOX SERIES X
GRIM FANDANGO,1998-10-14,RATED T FOR TEEN,772,THIRD-PERSON ADVENTURE,PC
GRIM FANDANGO REMASTERED,2015-01-27,RATED T FOR TEEN,309,THIRD-PERSON ADVENTURE,PLAYSTATION VITA
GRIM LEGENDS THE FORSAKEN BRIDE,2016-06-10,RATED T FOR TEEN,0,HIDDEN OBJECT,XBOX ONE
GRIMGRIMOIRE,2007-06-26,RATED E +10 FOR EVERYONE +10,2790,COMMAND RTS,PLAYSTATION 2
GRIMGRIMOIRE ONCEMORE,2023-04-04,RATED T FOR TEEN,5,COMMAND RTS,PLAYSTATION 4
GRINDSTONE,2020-12-15,RATED T FOR TEEN,23,MATCHING PUZZLE,IOS (IPHONE/IPAD)
GRIP COMBAT RACING,2018-11-06,RATED E +10 FOR EVERYONE +10,23,AUTO RACING,PC
GRIPSHIFT,2005-09-12,RATED E FOR EVERYONE,9,AUTO RACING,PSP
GRIS,2018-12-13,RATED E FOR EVERYONE,426,2D PLATFORMER,PC
GROM TERROR IN TIBET,2003-03-12,RATED T FOR TEEN,8,ACTION ADVENTURE,PC
GROOVERIDER SLOT CAR THUNDER,2003-09-26,RATED E FOR EVERYONE,0,AUTO RACING,XBOX
GROOVIN' BLOCKS,2008-09-08,RATED E FOR EVERYONE,0,RHYTHM,WII
GROTESQUE TACTICS 2 DUNGEONS & DONUTS,2011-11-21,RATED RP FOR RATE PENDING,27,TURN-BASED TACTICS,PC
GROUND CONTROL,2000-06-01,RATED T FOR TEEN,40,REAL-TIME TACTICS,PC
GROUND CONTROL DARK CONSPIRACY,2000-12-14,RATED T FOR TEEN,6,REAL-TIME STRATEGY,PC
GROUND CONTROL II OPERATION EXODUS,2004-06-23,RATED T FOR TEEN,41,REAL-TIME TACTICS,PC
GROUND DIVERS!,2022-06-30,RATED E FOR EVERYONE,0,ACTION PUZZLE,NINTENDO SWITCH
GROUNDED,2022-09-27,RATED T FOR TEEN,223,SANDBOX,XBOX ONE
GROUNDHOG DAY LIKE FATHER LIKE SON,2019-09-17,RATED M FOR MATURE,16,FIRST-PERSON ADVENTURE,PC
GROUP S CHALLENGE,2003-11-11,RATED E FOR EVERYONE,0,AUTO RACING SIM,XBOX
GROW UP,2016-08-16,RATED E FOR EVERYONE,37,OPEN-WORLD ACTION,PLAYSTATION 4
GROWLANSER GENERATIONS,2004-12-07,RATED T FOR TEEN,42,COMPILATION,PLAYSTATION 2
GROWLANSER HERITAGE OF WAR,2007-09-18,RATED T FOR TEEN,41,TURN-BASED TACTICS,PLAYSTATION 2
GROWLANSER WAYFARER OF TIME,2012-07-31,RATED T FOR TEEN,76,TURN-BASED TACTICS,PSP
GT ADVANCE 2 RALLY RACING,2002-06-30,RATED E FOR EVERYONE,0,AUTO RACING SIM,GAME BOY ADVANCE
GT ADVANCE 3 PRO CONCEPT RACING,2003-02-06,RATED E FOR EVERYONE,0,AUTO RACING SIM,GAME BOY ADVANCE
GT ADVANCE CHAMPIONSHIP RACING,2001-06-08,RATED E FOR EVERYONE,5,AUTO RACING SIM,GAME BOY ADVANCE
GT LEGENDS,2006-01-23,RATED E FOR EVERYONE,51,AUTO RACING SIM,PC
GT PRO SERIES,2006-11-14,RATED E FOR EVERYONE,6,AUTO RACING SIM,WII
GTFO,2019-12-09,RATED M FOR MATURE,75,TACTICAL FPS,PC
GTI CLUB + RALLY COTE D'AZUR,2009-01-15,RATED E FOR EVERYONE,8,AUTO RACING,PLAYSTATION 3
GTI CLUB SUPERMINI FESTA!,2010-03-16,RATED E FOR EVERYONE,5,AUTO RACING,PSP
GTR 2,2006-09-29,RATED E FOR EVERYONE,74,AUTO RACING SIM,PC
GTR EVOLUTION,2008-09-01,RATED E FOR EVERYONE,42,AUTO RACING SIM,PC
GTR FIA RACING,2005-05-03,RATED E FOR EVERYONE,20,AUTO RACING SIM,PC
GUACAMELEE!,2013-04-09,RATED E +10 FOR EVERYONE +10,206,METROIDVANIA,PLAYSTATION VITA
GUACAMELEE! 2,2018-08-21,RATED E +10 FOR EVERYONE +10,127,METROIDVANIA,PLAYSTATION 4
GUACAMELEE! SUPER TURBO CHAMPIONSHIP EDITION,2014-07-01,RATED E +10 FOR EVERYONE +10,434,METROIDVANIA,PLAYSTATION 4
GUARDIAN HEROES,2011-10-12,RATED T FOR TEEN,32,ACTION RPG,XBOX 360
GUARDIANS OF MIDDLEEARTH,2012-12-04,RATED T FOR TEEN,86,MOBA,PC
GUILD WARS,2005-04-26,RATED T FOR TEEN,314,COMPILATION,PC
GUILD WARS 2,2012-08-28,RATED T FOR TEEN,3218,MMORPG,PC
GUILD WARS 2 END OF DRAGONS,2022-02-28,RATED T FOR TEEN,120,MMORPG,PC
GUILD WARS 2 HEART OF THORNS,2015-10-23,RATED T FOR TEEN,991,MMORPG,PC
GUILD WARS 2 PATH OF FIRE,2017-09-22,RATED T FOR TEEN,272,MMORPG,PC
GUILD WARS EYE OF THE NORTH,2007-08-28,RATED T FOR TEEN,70,COMPILATION,PC
GUILD WARS FACTIONS,2006-04-28,RATED T FOR TEEN,85,COMPILATION,PC
GUILD WARS NIGHTFALL,2006-10-26,RATED T FOR TEEN,88,COMPILATION,PC
GUILTY GEAR 2 OVERTURE,2008-10-07,RATED T FOR TEEN,7,REAL-TIME STRATEGY,XBOX 360
GUILTY GEAR DUST STRIKERS,2006-04-25,RATED T FOR TEEN,10,2D FIGHTING,DS
GUILTY GEAR ISUKA,2004-11-02,RATED T FOR TEEN,10,2D FIGHTING,PLAYSTATION 2
GUILTY GEAR JUDGMENT,2006-09-05,RATED T FOR TEEN,6,2D BEAT-'EM-UP,PSP
GUILTY GEAR STRIVE,2021-06-08,RATED T FOR TEEN,128,2D FIGHTING,PLAYSTATION 4
GUILTY GEAR X,2001-09-30,RATED T FOR TEEN,17,2D FIGHTING,PLAYSTATION 2
GUILTY GEAR X ADVANCE EDITION,2002-08-29,RATED T FOR TEEN,8,2D FIGHTING,GAME BOY ADVANCE
GUILTY GEAR X2,2003-02-03,RATED T FOR TEEN,31,2D FIGHTING,PLAYSTATION 2
GUILTY GEAR X2 RELOAD,2004-09-14,RATED T FOR TEEN,14,2D FIGHTING,PC
GUILTY GEAR XRD REV 2,2017-05-26,RATED T FOR TEEN,116,2D FIGHTING,PLAYSTATION 4
GUILTY GEAR XRD REVELATOR,2016-06-07,RATED T FOR TEEN,147,2D FIGHTING,PLAYSTATION 4
GUILTY GEAR XRD SIGN,2014-12-16,RATED T FOR TEEN,217,2D FIGHTING,PLAYSTATION 4
GUILTY GEAR XX ACCENT CORE,2007-10-15,RATED T FOR TEEN,12,2D FIGHTING,WII
GUILTY GEAR XX ACCENT CORE PLUS,2009-05-12,RATED T FOR TEEN,10,2D FIGHTING,PLAYSTATION 3
GUINNESS WORLD RECORDS THE VIDEOGAME,2008-11-11,RATED E +10 FOR EVERYONE +10,0,PARTY,WII
GUITAR HERO,2005-11-07,RATED T FOR TEEN,110,RHYTHM,PLAYSTATION 2
GUITAR HERO 5,2009-09-01,RATED T FOR TEEN,38,RHYTHM,PLAYSTATION 3
GUITAR HERO AEROSMITH,2008-06-29,RATED T FOR TEEN,33,RHYTHM,PLAYSTATION 2
GUITAR HERO ENCORE ROCKS THE 80S,2007-07-24,RATED T FOR TEEN,23,RHYTHM,PLAYSTATION 2
GUITAR HERO II,2006-11-07,RATED T FOR TEEN,137,RHYTHM,PLAYSTATION 2
GUITAR HERO III LEGENDS OF ROCK,2007-10-28,RATED T FOR TEEN,144,RHYTHM,WII
GUITAR HERO LIVE,2015-10-20,RATED T FOR TEEN,199,RHYTHM,XBOX ONE
GUITAR HERO METALLICA,2009-03-29,RATED T FOR TEEN,59,RHYTHM,PLAYSTATION 2
GUITAR HERO ON TOUR,2008-06-22,RATED E +10 FOR EVERYONE +10,15,RHYTHM,DS
GUITAR HERO ON TOUR DECADES,2008-11-16,RATED E +10 FOR EVERYONE +10,8,RHYTHM,DS
GUITAR HERO ON TOUR MODERN HITS,2009-06-09,RATED E +10 FOR EVERYONE +10,0,RHYTHM,DS
GUITAR HERO SMASH HITS,2009-06-16,RATED T FOR TEEN,11,RHYTHM,PLAYSTATION 2
GUITAR HERO VAN HALEN,2009-12-22,RATED T FOR TEEN,17,RHYTHM,XBOX 360
GUITAR HERO WARRIORS OF ROCK,2010-09-28,RATED T FOR TEEN,62,RHYTHM,PLAYSTATION 3
GUITAR HERO WORLD TOUR,2008-10-26,RATED T FOR TEEN,60,RHYTHM,PLAYSTATION 3
GUITAR ROCK TOUR,2008-11-04,RATED E +10 FOR EVERYONE +10,0,RHYTHM,DS
GUN,2005-11-08,RATED M FOR MATURE,15,OPEN-WORLD ACTION,PLAYSTATION 2
GUN METAL,2002-07-30,RATED T FOR TEEN,6,THIRD PERSON SHOOTER,XBOX
GUNBIRD 2,2000-11-17,RATED T FOR TEEN,8,VERTICAL SHOOT-'EM-UP,DREAMCAST
GUNBLADE NY & LA MACHINEGUNS ARCADE HITS PACK,2010-08-30,RATED T FOR TEEN,6,COMPILATION,WII
GUNDAM EVOLUTION,2022-09-21,RATED T FOR TEEN,27,TACTICAL FPS,PC
GUNDAM VERSUS,2017-09-29,RATED T FOR TEEN,52,VEHICLE COMBAT SIM,PLAYSTATION 4
GUNFIGHTER THE LEGEND OF JESSE JAMES,2001-11-30,RATED T FOR TEEN,0,LIGHT GUN,PLAYSTATION
GUNFIRE REBORN,2022-10-27,RATED T FOR TEEN,22,FPS,PC
GUNGNIR,2012-06-12,RATED T FOR TEEN,34,TURN-BASED TACTICS,PSP
GUNGRAVE,2002-09-16,RATED M FOR MATURE,24,THIRD PERSON SHOOTER,PLAYSTATION 2
GUNGRAVE GORE,2022-11-22,RATED M FOR MATURE,41,THIRD PERSON SHOOTER,PLAYSTATION 4
GUNGRAVE OVERDOSE,2004-09-15,RATED M FOR MATURE,14,THIRD PERSON SHOOTER,PLAYSTATION 2
GUNGRAVE VR,2018-12-11,RATED T FOR TEEN,23,LIGHT GUN,PLAYSTATION 4
GUNGRIFFON ALLIED STRIKE,2004-12-14,RATED T FOR TEEN,0,VEHICLE COMBAT SIM,XBOX
GUNGRIFFON BLAZE,2000-10-24,RATED T FOR TEEN,0,VEHICLE COMBAT SIM,PLAYSTATION 2
GUNMAN CHRONICLES,2000-11-19,RATED M FOR MATURE,26,FPS,PC
GUNMAN CLIVE,2013-01-03,RATED E +10 FOR EVERYONE +10,105,2D PLATFORMER,3DS
GUNMAN CLIVE 2,2015-01-29,RATED E +10 FOR EVERYONE +10,53,2D PLATFORMER,3DS
GUNMAN CLIVE HD COLLECTION,2015-09-03,RATED E +10 FOR EVERYONE +10,40,COMPILATION,WII U
GUNPEY DS,2006-11-17,RATED E +10 FOR EVERYONE +10,0,PUZZLE,PSP
GUNS GORE & CANNOLI,2015-04-30,RATED T FOR TEEN,54,2D PLATFORMER,PC
GUNS OF ICARUS ALLIANCE,2018-05-01,RATED T FOR TEEN,10,SPACE COMBAT SIM,PLAYSTATION 4
GUNS UP!,2015-12-05,RATED T FOR TEEN,57,REAL-TIME STRATEGY,PLAYSTATION 4
GUNSCAPE,2016-03-01,RATED T FOR TEEN,0,FPS,XBOX ONE
GUNSLUGS,2014-02-18,RATED T FOR TEEN,23,2D PLATFORMER,IOS (IPHONE/IPAD)
GUNSTAR HEROES,2015-08-20,RATED E +10 FOR EVERYONE +10,42,2D PLATFORMER,3DS
GUNSTAR SUPER HEROES,2005-10-25,RATED E +10 FOR EVERYONE +10,12,2D PLATFORMER,GAME BOY ADVANCE
GUNVALKYRIE,2002-03-18,RATED T FOR TEEN,10,THIRD PERSON SHOOTER,XBOX
GUNVOLT CHRONICLES LUMINOUS AVENGER IX,2019-09-26,RATED T FOR TEEN,28,2D PLATFORMER,NINTENDO SWITCH
GUNVOLT CHRONICLES LUMINOUS AVENGER IX 2,2022-01-27,RATED T FOR TEEN,7,2D PLATFORMER,NINTENDO SWITCH
GUNWORLD 2,2016-05-13,RATED E +10 FOR EVERYONE +10,0,ACTION,XBOX ONE
GURUMIN A MONSTROUS ADVENTURE,2007-02-12,RATED E +10 FOR EVERYONE +10,29,ACTION RPG,3DS
GUWANGE,2010-11-10,RATED T FOR TEEN,10,VERTICAL SHOOT-'EM-UP,XBOX 360
