title,released,rating,ratings_count,genres,platforms
MOTOGP 4,2006-06-20,RATED E FOR EVERYONE,11,AUTO RACING SIM,PLAYSTATION 2
MOTOHEROZ,2011-09-15,RATED E FOR EVERYONE,12,AUTO RACING,WII
MOTOR CITY ONLINE,2001-10-29,RATED E FOR EVERYONE,5,AUTO RACING SIM,PC
MOTOR MAYHEM VEHICULAR COMBAT LEAGUE,2001-06-20,RATED T FOR TEEN,0,VEHICLE COMBAT SIM,PLAYSTATION 2
MOTORSPORT MANAGER,2016-11-09,RATED E +10 FOR EVERYONE +10,106,VIRTUAL CAREER,IOS (IPHONE/IPAD)
MOTORSTORM,2007-03-06,RATED T FOR TEEN,193,AUTO RACING SIM,PLAYSTATION 3
MOTORSTORM APOCALYPSE,2011-05-03,RATED T FOR TEEN,201,AUTO RACING SIM,PLAYSTATION 3
MOTORSTORM ARCTIC EDGE,2009-09-29,RATED T FOR TEEN,66,ARCADE RACING,PLAYSTATION 2
MOTORSTORM PACIFIC RIFT,2008-10-28,RATED T FOR TEEN,174,AUTO RACING SIM,PLAYSTATION 3
MOTORSTORM RC,2012-03-06,RATED E FOR EVERYONE,135,AUTO RACING,PLAYSTATION 3
MOUNT & BLADE,2008-09-16,RATED T FOR TEEN,308,WESTERN RPG,PC
MOUNT & BLADE WARBAND,2010-03-30,RATED T FOR TEEN,1346,WESTERN RPG,PC
MOUNT & BLADE WITH FIRE & SWORD,2011-05-03,RATED T FOR TEEN,260,WESTERN RPG,PC
MOUSECRAFT,2014-07-08,RATED E FOR EVERYONE,30,ACTION PUZZLE,PC
MOVING OUT,2020-04-28,RATED E FOR EVERYONE,43,VIRTUAL CAREER,PC
MR DRILLER 2,2005-04-10,RATED E FOR EVERYONE,0,ACTION PUZZLE,GAME BOY ADVANCE
MR DRILLER DRILL SPIRITS,2004-11-30,RATED E FOR EVERYONE,6,ACTION PUZZLE,DS
MR DRILLER ONLINE,2008-04-02,RATED E FOR EVERYONE,0,PUZZLE,XBOX 360
MR RUN AND JUMP,2023-07-25,RATED E FOR EVERYONE,0,2D PLATFORMER,PLAYSTATION 5
MR SHIFTY,2017-04-13,RATED T FOR TEEN,54,LINEAR ACTION ADVENTURE,PC
MS 'SPLOSION MAN,2011-07-13,RATED T FOR TEEN,34,2D PLATFORMER,XBOX 360
MS PACMAN,2007-01-10,RATED E FOR EVERYONE,6,ARCADE,XBOX 360
MS PACMAN MAZE MADNESS,2000-11-13,RATED E FOR EVERYONE,0,ACTION,GAME BOY ADVANCE
MS SAGA A NEW DAWN,2006-02-21,RATED E +10 FOR EVERYONE +10,12,JRPG,PLAYSTATION 2
MTV MUSIC GENERATOR 2,2001-06-07,RATED T FOR TEEN,0,APPLICATION,PLAYSTATION 2
MTV MUSIC GENERATOR 3 THIS IS THE REMIX,2004-06-22,RATED T FOR TEEN,0,APPLICATION,XBOX
MTV SPORTS PURE RIDE,2000-09-30,RATED E FOR EVERYONE,0,SKIING,PLAYSTATION
MTV SPORTS SKATEBOARDING FEATURING ANDY MACDONALD,2000-09-13,RATED E FOR EVERYONE,0,SKATING,DREAMCAST
MTV SPORTS TJ LAVIN'S ULTIMATE BMX,2001-03-27,RATED T FOR TEEN,0,BIKING,PLAYSTATION
MTV'S CELEBRITY DEATHMATCH,2003-10-14,RATED M FOR MATURE,9,3D FIGHTING,PLAYSTATION 2
MTX MOTOTRAX,2004-03-02,RATED E FOR EVERYONE,0,ARCADE RACING,PLAYSTATION 2
MUCHA LUCHA! MASCARITAS OF THE LOST CODE,2003-11-18,RATED E FOR EVERYONE,7,WRESTLING,GAME BOY ADVANCE
MUD  FIM MOTOCROSS WORLD CHAMPIONSHIP,2013-02-26,RATED T FOR TEEN,9,AUTO RACING,XBOX 360
MUGEN SOULS,2012-10-16,RATED T FOR TEEN,35,JRPG,PLAYSTATION 3
MUGEN SOULS Z,2014-05-20,RATED T FOR TEEN,35,JRPG,PLAYSTATION 3
MUGSTERS,2018-07-17,RATED T FOR TEEN,0,ACTION ADVENTURE,PC
MULAKA,2018-03-01,RATED T FOR TEEN,61,ACTION ADVENTURE,PLAYSTATION 4
MUNDAUN,2021-03-16,RATED M FOR MATURE,18,FIRST-PERSON ADVENTURE,PC
MURAKUMO RENEGADE MECH PURSUIT,2003-03-05,RATED T FOR TEEN,0,RAIL SHOOTER,XBOX
MURAMASA THE DEMON BLADE,2009-09-08,RATED T FOR TEEN,100,ACTION RPG,PLAYSTATION VITA
MURASAKI BABY,2014-09-16,RATED E FOR EVERYONE,70,2D PLATFORMER,PLAYSTATION VITA
MURDER IN THE ABBEY,2008-08-26,RATED E +10 FOR EVERYONE +10,10,ADVENTURE,PC
MURDERED SOUL SUSPECT,2014-06-03,RATED M FOR MATURE,517,SURVIVAL,PC
MUSASHI SAMURAI LEGEND,2005-03-15,RATED T FOR TEEN,8,ACTION RPG,PLAYSTATION 2
MUSCLE MARCH,2010-01-18,RATED E +10 FOR EVERYONE +10,10,ARCADE,WII
MUSE DASH,2019-06-20,RATED T FOR TEEN,41,RHYTHM,PC
MUSHIHIMESAMA,2021-06-15,RATED E +10 FOR EVERYONE +10,7,VERTICAL SHOOT-'EM-UP,IOS (IPHONE/IPAD)
MUSHROOM MEN RISE OF THE FUNGI,2008-12-02,RATED E FOR EVERYONE,0,ACTION ADVENTURE,DS
MUSHROOM MEN THE SPORE WARS,2008-12-02,RATED E +10 FOR EVERYONE +10,43,3D PLATFORMER,WII
MUSHROOM WARS 2,2018-07-05,RATED E FOR EVERYONE,6,COMMAND RTS,PC
MUSYNX,2018-06-19,RATED E +10 FOR EVERYONE +10,15,RHYTHM,PLAYSTATION VITA
MUTANT FOOTBALL LEAGUE DYNASTY EDITION,2018-10-30,RATED M FOR MATURE,23,FOOTBALL,XBOX ONE
MUTANT MUDDS,2012-01-26,RATED E FOR EVERYONE,83,2D PLATFORMER,3DS
MUTANT MUDDS COLLECTION,2017-12-14,RATED E FOR EVERYONE,36,COMPILATION,NINTENDO SWITCH
MUTANT MUDDS DELUXE,2013-06-13,RATED E FOR EVERYONE,48,2D PLATFORMER,PLAYSTATION VITA
MUTANT MUDDS SUPER CHALLENGE,2016-03-17,RATED E FOR EVERYONE,24,2D PLATFORMER,3DS
MUTANT STORM EMPIRE,2007-10-31,RATED E +10 FOR EVERYONE +10,0,TOP-DOWN SHOOT-'EM-UP,XBOX 360
MUTANT STORM RELOADED,2005-11-22,RATED E FOR EVERYONE,6,TOP-DOWN SHOOT-'EM-UP,XBOX 360
MUTANT YEAR ZERO ROAD TO EDEN,2018-12-04,RATED M FOR MATURE,354,TURN-BASED TACTICS,PLAYSTATION 4
MUTANT YEAR ZERO ROAD TO EDEN  DELUXE EDITION,2019-07-30,RATED M FOR MATURE,26,TURN-BASED TACTICS,NINTENDO SWITCH
MUTANT YEAR ZERO ROAD TO EDEN  SEED OF EVIL,2019-07-30,RATED M FOR MATURE,24,TURN-BASED TACTICS,PC
MUTAZIONE,2019-09-19,RATED T FOR TEEN,24,POINT-AND-CLICK,PLAYSTATION 4
MVP 06 NCAA BASEBALL,2006-01-18,RATED E FOR EVERYONE,5,BASEBALL SIM,XBOX
MVP 07 NCAA BASEBALL,2007-02-06,RATED E FOR EVERYONE,0,BASEBALL SIM,PLAYSTATION 2
MVP BASEBALL,2005-05-18,RATED E FOR EVERYONE,0,BASEBALL SIM,PSP
MVP BASEBALL 2003,2003-03-10,RATED E FOR EVERYONE,0,BASEBALL SIM,XBOX
MVP BASEBALL 2004,2004-03-09,RATED E FOR EVERYONE,8,BASEBALL SIM,PLAYSTATION 2
MVP BASEBALL 2005,2005-02-22,RATED E FOR EVERYONE,0,BASEBALL SIM,PC
MX 2002 FEATURING RICKY CARMICHAEL,2001-07-03,RATED E FOR EVERYONE,6,ARCADE RACING,PLAYSTATION 2
MX RIDER,2001-10-30,RATED E FOR EVERYONE,0,ARCADE RACING,PLAYSTATION 2
MX SUPERFLY FEATURING RICKY CARMICHAEL,2002-06-17,RATED E FOR EVERYONE,0,ARCADE RACING,XBOX
MX UNLEASHED,2004-02-17,RATED E FOR EVERYONE,16,ARCADE RACING,XBOX
MX VS ATV ALIVE,2011-05-10,RATED E FOR EVERYONE,29,ARCADE RACING,PLAYSTATION 3
MX VS ATV ALL OUT ANNIVERSARY EDITION,2019-02-26,RATED E +10 FOR EVERYONE +10,0,AUTO RACING SIM,PLAYSTATION 4
MX VS ATV LEGENDS,2022-06-28,RATED E FOR EVERYONE,11,AUTO RACING,PC
MX VS ATV REFLEX,2009-12-01,RATED E FOR EVERYONE,23,AUTO RACING SIM,PLAYSTATION 3
MX VS ATV SUPERCROSS,2014-10-28,RATED E FOR EVERYONE,14,ARCADE RACING,XBOX 360
MX VS ATV SUPERCROSS ENCORE,2015-10-27,RATED E FOR EVERYONE,22,AUTO RACING,PLAYSTATION 4
MX VS ATV UNLEASHED,2005-03-16,RATED E FOR EVERYONE,12,AUTO RACING SIM,XBOX
MXGP 2019,2019-08-27,RATED E FOR EVERYONE,10,AUTO RACING,XBOX ONE
MXGP 2020  THE OFFICIAL MOTOCROSS VIDEOGAME,2021-01-14,RATED E FOR EVERYONE,0,AUTO RACING,PLAYSTATION 4
MXGP 2021  THE OFFICIAL MOTOCROSS VIDEOGAME,2021-11-30,RATED E FOR EVERYONE,6,AUTO RACING,PC
MXGP PRO,2018-07-10,RATED E FOR EVERYONE,0,AUTO RACING,XBOX ONE
MXGP THE OFFICIAL MOTOCROSS VIDEOGAME,2014-11-18,RATED E FOR EVERYONE,14,ARCADE RACING,PLAYSTATION 3
MXGP2 THE OFFICIAL MOTOCROSS VIDEOGAME,2016-06-21,RATED E FOR EVERYONE,25,AUTO RACING SIM,PC
MXGP3 THE OFFICIAL MOTOCROSS VIDEOGAME,2017-06-20,RATED E FOR EVERYONE,0,AUTO RACING SIM,PC
MY FRIEND PEDRO,2019-06-20,RATED M FOR MATURE,138,2D PLATFORMER,PC
MY FROGGER TOY TRIALS,2006-11-13,RATED E FOR EVERYONE,0,ACTION,DS
MY HERO ONE'S JUSTICE,2018-10-26,RATED T FOR TEEN,59,3D FIGHTING,PC
MY HERO ONE'S JUSTICE 2,2020-03-13,RATED T FOR TEEN,50,3D FIGHTING,NINTENDO SWITCH
MY HORSE & ME,2008-02-05,RATED E FOR EVERYONE,0,HORSE RACING,WII
MY MEMORY OF US,2019-01-24,RATED E +10 FOR EVERYONE +10,19,2D PLATFORMER,PC
MY PET SHOP,2009-03-09,RATED E FOR EVERYONE,0,VIRTUAL LIFE,DS
MY POKEMON RANCH,2008-06-09,RATED E FOR EVERYONE,31,VIRTUAL LIFE,WII
MY SPANISH COACH,2007-11-06,RATED E FOR EVERYONE,0,EDUTAINMENT,DS
MY STREET,2003-03-09,RATED E FOR EVERYONE,0,PARTY,PLAYSTATION 2
MY TIME AT PORTIA,2019-01-15,RATED E +10 FOR EVERYONE +10,118,VIRTUAL LIFE,PC
MY TIME AT SANDROCK,2023-11-02,RATED E +10 FOR EVERYONE +10,29,RPG,NINTENDO SWITCH
MY WORD COACH,2007-11-06,RATED E FOR EVERYONE,0,EDUTAINMENT,WII
MY WORLD MY WAY,2009-02-03,RATED E FOR EVERYONE,0,RPG,DS
MYSIMS,2007-09-18,RATED E FOR EVERYONE,18,VIRTUAL LIFE,WII
MYSIMS AGENTS,2009-09-29,RATED E FOR EVERYONE,17,ACTION PUZZLE,WII
MYSIMS KINGDOM,2008-10-28,RATED E FOR EVERYONE,22,VIRTUAL LIFE,WII
MYSIMS PARTY,2009-03-10,RATED E FOR EVERYONE,0,VIRTUAL LIFE,WII
MYSIMS RACING,2009-06-12,RATED E FOR EVERYONE,7,AUTO RACING,WII
MYSIMS SKYHEROES,2010-09-28,RATED E +10 FOR EVERYONE +10,0,VIRTUAL LIFE,WII
MYST,2008-05-13,RATED E FOR EVERYONE,6,POINT-AND-CLICK,PSP
MYST III EXILE,2001-05-08,RATED E FOR EVERYONE,57,FIRST-PERSON ADVENTURE,XBOX
MYST V END OF AGES,2005-09-19,RATED E FOR EVERYONE,42,FIRST-PERSON ADVENTURE,PC
MYSTERIOUS JOURNEY II,2003-11-25,RATED E FOR EVERYONE,0,FIRST-PERSON ADVENTURE,PC
MYSTERY CASE FILES MILLIONHEIR,2008-09-08,RATED E FOR EVERYONE,0,HIDDEN OBJECT,DS
MYSTERY CASE FILES THE MALGRAVE INCIDENT,2011-06-29,RATED E FOR EVERYONE,7,HIDDEN OBJECT,WII
MYSTERY DUNGEON SHIREN THE WANDERER,2008-03-04,RATED E FOR EVERYONE,14,ROGUELIKE,DS
MYSTIC HEROES,2002-09-30,RATED T FOR TEEN,8,ACTION RPG,GAMECUBE
MYSTICAL NINJA STARRING GOEMON,1998-04-16,RATED E FOR EVERYONE,48,OPEN-WORLD ACTION,NINTENDO 64
MYTH II SOULBLIGHTER,1998-11-30,RATED M FOR MATURE,72,REAL-TIME STRATEGY,PC
MYTH III THE WOLF AGE,2001-10-30,RATED M FOR MATURE,10,REAL-TIME STRATEGY,PC
MYTH THE FALLEN LORDS,1997-10-31,RATED M FOR MATURE,101,REAL-TIME STRATEGY,PC
MYTRAN WARS,2009-10-26,RATED T FOR TEEN,10,TURN-BASED STRATEGY,PSP
N+,2008-02-20,RATED E +10 FOR EVERYONE +10,27,2D PLATFORMER,DS
N++,2015-07-28,RATED E +10 FOR EVERYONE +10,69,2D PLATFORMER,PLAYSTATION 4
N++ ULTIMATE EDITION,2018-05-24,RATED E +10 FOR EVERYONE +10,18,2D PLATFORMER,NINTENDO SWITCH
N3II NINETYNINE NIGHTS,2010-06-29,RATED M FOR MATURE,27,2D BEAT-'EM-UP,XBOX 360
NADIR A GRIMDARK DECK BUILDER,2023-02-07,RATED E +10 FOR EVERYONE +10,0,CARD BATTLE,NINTENDO SWITCH
NAIL'D,2010-11-30,RATED E +10 FOR EVERYONE +10,16,AUTO RACING,PLAYSTATION 3
NAMCO MUSEUM,2001-06-10,RATED E FOR EVERYONE,13,COMPILATION,GAME BOY ADVANCE
NAMCO MUSEUM,2017-07-28,RATED T FOR TEEN,39,COMPILATION,NINTENDO SWITCH
NAMCO MUSEUM 50TH ANNIVERSARY,2005-08-30,RATED E +10 FOR EVERYONE +10,0,COMPILATION,XBOX
NAMCO MUSEUM ARCHIVES VOL 2,2020-06-18,RATED E +10 FOR EVERYONE +10,0,COMPILATION,PLAYSTATION 4
NAMCO MUSEUM BATTLE COLLECTION,2005-08-23,RATED E +10 FOR EVERYONE +10,15,COMPILATION,PSP
NAMCO MUSEUM DS,2007-09-18,RATED E FOR EVERYONE,12,COMPILATION,DS
NAMCO MUSEUM ESSENTIALS,2009-07-16,RATED E FOR EVERYONE,5,COMPILATION,PLAYSTATION 3
NAMCO MUSEUM MEGAMIX,2010-11-16,RATED E FOR EVERYONE,8,COMPILATION,WII
NAMCO MUSEUM REMIX,2007-10-23,RATED E FOR EVERYONE,10,COMPILATION,WII
NAMCO MUSEUM VIRTUAL ARCADE,2008-11-04,RATED E +10 FOR EVERYONE +10,6,COMPILATION,XBOX 360
NANCY DREW DANGER BY DESIGN,2006-07-11,RATED E FOR EVERYONE,11,POINT-AND-CLICK,PC
NANCY DREW DANGER ON DECEPTION ISLAND,2003-10-01,RATED E FOR EVERYONE,19,FIRST-PERSON ADVENTURE,PC
NANCY DREW LEGEND OF THE CRYSTAL SKULL,2007-10-08,RATED E FOR EVERYONE,14,POINT-AND-CLICK,PC
NANCY DREW SECRET OF THE OLD CLOCK,2005-07-26,RATED E FOR EVERYONE,16,POINT-AND-CLICK,PC
NANCY DREW THE CREATURE OF KAPU CAVE,2006-10-19,RATED E FOR EVERYONE,10,POINT-AND-CLICK,PC
NANCY DREW THE DEADLY SECRET OF OLDE WORLD PARK,2007-09-18,RATED E FOR EVERYONE,0,ADVENTURE,DS
NANCY DREW THE PHANTOM OF VENICE,2008-07-11,RATED E FOR EVERYONE,14,POINT-AND-CLICK,PC
NANCY DREW THE RANSOM OF THE SEVEN SHIPS,2009-07-14,RATED E FOR EVERYONE,9,FIRST-PERSON ADVENTURE,PC
NANCY DREW THE WHITE WOLF OF ICICLE CREEK,2007-06-07,RATED E FOR EVERYONE,14,POINT-AND-CLICK,PC
NANCY DREW WARNINGS AT WAVERLY ACADEMY,2009-10-13,RATED E FOR EVERYONE,16,FIRST-PERSON ADVENTURE,PC
NANO ASSAULT,2011-12-05,RATED E +10 FOR EVERYONE +10,19,TOP-DOWN SHOOT-'EM-UP,3DS
NANO ASSAULT EX,2013-03-07,RATED E +10 FOR EVERYONE +10,26,TOP-DOWN SHOOT-'EM-UP,3DS
NANO ASSAULT NEO,2012-11-18,RATED E FOR EVERYONE,63,TOP-DOWN SHOOT-'EM-UP,PLAYSTATION 4
NANOBREAKER,2005-02-15,RATED M FOR MATURE,11,ACTION ADVENTURE,PLAYSTATION 2
NANOSTRAY,2005-07-19,RATED E FOR EVERYONE,11,VERTICAL SHOOT-'EM-UP,DS
NANOSTRAY 2,2008-03-11,RATED E FOR EVERYONE,5,VERTICAL SHOOT-'EM-UP,DS
NAPOLEON DYNAMITE THE GAME,2007-10-23,RATED E +10 FOR EVERYONE +10,0,PARTY,PSP
NAPOLEON TOTAL WAR,2010-02-23,RATED T FOR TEEN,400,REAL-TIME STRATEGY,PC
NARC,2005-03-22,RATED M FOR MATURE,0,ACTION ADVENTURE,PLAYSTATION 2
NARCO TERROR,2013-07-31,RATED M FOR MATURE,13,THIRD PERSON SHOOTER,XBOX 360
NARCOS RISE OF THE CARTELS,2019-11-19,RATED M FOR MATURE,27,TURN-BASED TACTICS,PC
NARITA BOY,2021-03-30,RATED T FOR TEEN,49,ACTION ADVENTURE,PC
NARUTO CLASH OF NINJA,2006-03-07,RATED T FOR TEEN,11,3D FIGHTING,GAMECUBE
NARUTO CLASH OF NINJA 2,2006-09-26,RATED T FOR TEEN,21,3D FIGHTING,GAMECUBE
NARUTO CLASH OF NINJA REVOLUTION,2007-10-23,RATED T FOR TEEN,19,3D FIGHTING,WII
NARUTO CLASH OF NINJA REVOLUTION 2,2008-10-21,RATED T FOR TEEN,14,3D FIGHTING,WII
NARUTO NINJA COUNCIL,2006-03-07,RATED E +10 FOR EVERYONE +10,6,2D PLATFORMER,GAME BOY ADVANCE
NARUTO NINJA COUNCIL 2,2006-10-04,RATED E +10 FOR EVERYONE +10,11,2D BEAT-'EM-UP,GAME BOY ADVANCE
NARUTO NINJA COUNCIL 3,2007-05-22,RATED E +10 FOR EVERYONE +10,9,2D BEAT-'EM-UP,DS
NARUTO NINJA DESTINY,2008-02-26,RATED T FOR TEEN,7,3D FIGHTING,DS
NARUTO PATH OF THE NINJA,2007-10-23,RATED E +10 FOR EVERYONE +10,7,JRPG,DS
NARUTO PATH OF THE NINJA 2,2008-10-15,RATED E +10 FOR EVERYONE +10,7,JRPG,DS
NARUTO POWERFUL SHIPPUDEN,2013-03-05,RATED E +10 FOR EVERYONE +10,23,2D PLATFORMER,3DS
NARUTO RISE OF A NINJA,2007-10-30,RATED T FOR TEEN,47,OPEN-WORLD ACTION,XBOX 360
NARUTO SHIPPUDEN CLASH OF NINJA REVOLUTION III,2009-11-17,RATED T FOR TEEN,24,3D FIGHTING,WII
NARUTO SHIPPUDEN DRAGON BLADE CHRONICLES,2010-11-12,RATED E +10 FOR EVERYONE +10,18,ACTION,WII
NARUTO SHIPPUDEN KIZUNA DRIVE,2011-03-22,RATED T FOR TEEN,13,ACTION,PSP
NARUTO SHIPPUDEN LEGENDS AKATSUKI RISING,2009-10-06,RATED T FOR TEEN,16,ACTION,PSP
NARUTO SHIPPUDEN NARUTO VS SASUKE,2010-11-12,RATED E +10 FOR EVERYONE +10,6,2D BEAT-'EM-UP,DS
NARUTO SHIPPUDEN NINJA COUNCIL 4,2009-06-02,RATED E +10 FOR EVERYONE +10,0,2D PLATFORMER,DS
NARUTO SHIPPUDEN NINJA DESTINY 2,2009-09-15,RATED T FOR TEEN,11,3D FIGHTING,DS
NARUTO SHIPPUDEN ULTIMATE NINJA HEROES 3,2010-05-11,RATED T FOR TEEN,30,3D FIGHTING,PSP
NARUTO SHIPPUDEN ULTIMATE NINJA IMPACT,2011-10-18,RATED T FOR TEEN,56,3D BEAT-'EM-UP,PSP
NARUTO SHIPPUDEN ULTIMATE NINJA STORM 2,2010-10-19,RATED T FOR TEEN,215,3D FIGHTING,XBOX 360
NARUTO SHIPPUDEN ULTIMATE NINJA STORM 3,2013-03-05,RATED T FOR TEEN,264,3D FIGHTING,PLAYSTATION 3
NARUTO SHIPPUDEN ULTIMATE NINJA STORM 3 FULL BURST,2013-10-22,RATED T FOR TEEN,64,3D FIGHTING,XBOX 360
NARUTO SHIPPUDEN ULTIMATE NINJA STORM 4,2016-02-09,RATED T FOR TEEN,610,3D FIGHTING,PLAYSTATION 4
NARUTO SHIPPUDEN ULTIMATE NINJA STORM 4  ROAD TO BORUTO,2020-04-24,RATED T FOR TEEN,44,3D FIGHTING,NINTENDO SWITCH
NARUTO SHIPPUDEN ULTIMATE NINJA STORM 4  ROAD TO BORUTO EXPANSION,2017-02-03,RATED T FOR TEEN,50,3D FIGHTING,PLAYSTATION 4
NARUTO SHIPPUDEN ULTIMATE NINJA STORM GENERATIONS,2012-03-13,RATED T FOR TEEN,65,3D FIGHTING,XBOX 360
NARUTO SHIPPUDEN ULTIMATE NINJA STORM REVOLUTION,2014-09-16,RATED T FOR TEEN,161,3D FIGHTING,XBOX 360
NARUTO SHIPPUDEN ULTIMATE NINJA STORM TRILOGY,2018-04-26,RATED T FOR TEEN,100,COMPILATION,NINTENDO SWITCH
NARUTO THE BROKEN BOND,2008-11-08,RATED T FOR TEEN,43,OPEN-WORLD ACTION,XBOX 360
NARUTO TO BORUTO SHINOBI STRIKER,2018-08-31,RATED T FOR TEEN,129,3D FIGHTING,PLAYSTATION 4
NARUTO ULTIMATE NINJA,2006-06-26,RATED T FOR TEEN,44,3D FIGHTING,PLAYSTATION 2
NARUTO ULTIMATE NINJA 2,2007-06-12,RATED T FOR TEEN,38,3D FIGHTING,PLAYSTATION 2
NARUTO ULTIMATE NINJA 3,2008-03-25,RATED T FOR TEEN,64,3D FIGHTING,PLAYSTATION 2
NARUTO ULTIMATE NINJA HEROES,2007-08-28,RATED T FOR TEEN,18,3D FIGHTING,PSP
NARUTO ULTIMATE NINJA HEROES 2 THE PHANTOM FORTRESS,2008-06-24,RATED T FOR TEEN,24,3D FIGHTING,PSP
NARUTO ULTIMATE NINJA STORM,2008-11-04,RATED T FOR TEEN,147,3D FIGHTING,PLAYSTATION 3
NARUTO UZUMAKI CHRONICLES,2006-11-14,RATED T FOR TEEN,23,ACTION,PLAYSTATION 2
NARUTO UZUMAKI CHRONICLES 2,2007-09-04,RATED T FOR TEEN,23,ACTION,PLAYSTATION 2
NARUTO X BORUTO ULTIMATE NINJA STORM CONNECTIONS,2023-11-17,RATED T FOR TEEN,91,3D FIGHTING,PLAYSTATION 5
NASCAR,2006-09-06,RATED E FOR EVERYONE,0,AUTO RACING SIM,PSP
NASCAR '14,2014-02-18,RATED E FOR EVERYONE,24,AUTO RACING SIM,PLAYSTATION 3
NASCAR 06 TOTAL TEAM CONTROL,2005-08-30,RATED E FOR EVERYONE,0,AUTO RACING SIM,XBOX
NASCAR 08,2007-07-23,RATED E FOR EVERYONE,0,AUTO RACING SIM,PLAYSTATION 3
NASCAR 09,2008-06-10,RATED E FOR EVERYONE,0,AUTO RACING SIM,XBOX 360
NASCAR 2001,2000-11-06,RATED E FOR EVERYONE,5,AUTO RACING SIM,PLAYSTATION
NASCAR 2011 THE GAME,2011-03-29,RATED E FOR EVERYONE,14,AUTO RACING SIM,PLAYSTATION 3
NASCAR DIRT TO DAYTONA,2002-11-11,RATED E FOR EVERYONE,12,AUTO RACING SIM,PLAYSTATION 2
NASCAR HEAT,2000-09-27,RATED E FOR EVERYONE,5,AUTO RACING SIM,PC
NASCAR HEAT 2,2017-09-12,RATED E FOR EVERYONE,27,AUTO RACING SIM,PLAYSTATION 4
NASCAR HEAT 2002,2001-11-14,RATED E FOR EVERYONE,0,AUTO RACING SIM,PLAYSTATION 2
NASCAR HEAT 3,2018-09-07,RATED E +10 FOR EVERYONE +10,18,AUTO RACING SIM,PLAYSTATION 4
NASCAR HEAT 4,2019-09-10,RATED E FOR EVERYONE,22,AUTO RACING SIM,PLAYSTATION 4
NASCAR HEAT 5,2020-07-07,RATED E FOR EVERYONE,17,AUTO RACING SIM,PLAYSTATION 4
NASCAR HEAT EVOLUTION,2016-09-13,RATED E FOR EVERYONE,28,AUTO RACING SIM,XBOX ONE
NASCAR KART RACING,2009-02-10,RATED E FOR EVERYONE,0,ARCADE RACING,WII
NASCAR RACING 2002 SEASON,2002-02-14,RATED E FOR EVERYONE,14,AUTO RACING SIM,PC
NASCAR RACING 2003 SEASON,2003-02-14,RATED E FOR EVERYONE,35,AUTO RACING SIM,PC
NASCAR RACING 4,2001-02-06,RATED E FOR EVERYONE,10,AUTO RACING SIM,PC
NASCAR SIMRACING,2004-08-31,RATED E FOR EVERYONE,12,AUTO RACING SIM,PLAYSTATION 2
NASCAR THE GAME INSIDE LINE,2012-11-06,RATED E FOR EVERYONE,22,AUTO RACING SIM,PLAYSTATION 3
NASCAR THUNDER 2002,2001-10-15,RATED E FOR EVERYONE,0,AUTO RACING SIM,PLAYSTATION 2
NASCAR THUNDER 2003,2002-09-29,RATED E FOR EVERYONE,16,AUTO RACING SIM,GAMECUBE
NASCAR THUNDER 2004,2003-09-16,RATED E FOR EVERYONE,20,AUTO RACING SIM,PC
NATURAL DOCTRINE,2014-09-30,RATED M FOR MATURE,86,TURN-BASED TACTICS,PLAYSTATION 4
NAUGHTY BEAR,2010-06-25,RATED T FOR TEEN,39,ACTION,PLAYSTATION 3
NAUGHTY BEAR PANIC IN PARADISE,2012-10-09,RATED T FOR TEEN,31,ACTION,PLAYSTATION 3
NAVAL ASSAULT THE KILLING TIDE,2010-06-15,RATED T FOR TEEN,7,MARINE COMBAT SIM,XBOX 360
NAVAL OPS COMMANDER,2004-03-09,RATED T FOR TEEN,0,MARINE COMBAT SIM,PLAYSTATION 2
NAVAL OPS WARSHIP GUNNER,2003-06-25,RATED T FOR TEEN,0,MARINE COMBAT SIM,PLAYSTATION 2
NAVAL WAR ARCTIC CIRCLE,2012-04-10,RATED RP FOR RATE PENDING,23,REAL-TIME STRATEGY,PC
NAVAL WARFARE,2010-05-19,RATED E +10 FOR EVERYONE +10,7,TOP-DOWN SHOOT-'EM-UP,XBOX 360
NBA,2005-03-16,RATED E FOR EVERYONE,0,BASKETBALL SIM,PSP
NBA 06,2005-11-01,RATED E FOR EVERYONE,0,BASKETBALL SIM,PSP
NBA 07,2006-09-25,RATED E FOR EVERYONE,0,BASKETBALL SIM,PLAYSTATION 2
NBA 09 THE INSIDE,2008-10-07,RATED E FOR EVERYONE,0,BASKETBALL SIM,PLAYSTATION 2
NBA 10 THE INSIDE,2009-10-06,RATED E FOR EVERYONE,0,BASKETBALL SIM,PSP
NBA 2K PLAYGROUNDS 2,2018-10-16,RATED E FOR EVERYONE,43,BASKETBALL,NINTENDO SWITCH
NBA 2K1,2000-11-01,RATED E FOR EVERYONE,19,BASKETBALL SIM,DREAMCAST
NBA 2K10,2009-10-06,RATED E FOR EVERYONE,14,BASKETBALL SIM,XBOX 360
NBA 2K10 DRAFT COMBINE,2009-08-26,RATED E FOR EVERYONE,0,BASKETBALL SIM,XBOX 360
NBA 2K11,2010-10-05,RATED E FOR EVERYONE,117,BASKETBALL SIM,WII
NBA 2K12,2011-10-04,RATED E FOR EVERYONE,150,BASKETBALL SIM,WII
NBA 2K13,2012-10-02,RATED E FOR EVERYONE,154,BASKETBALL SIM,PLAYSTATION 3
