title,released,rating,ratings_count,genres,platforms
MEDAL OF HONOR RISING SUN,2003-11-11,RATED T FOR TEEN,79,FPS,PLAYSTATION 2
MEDAL OF HONOR UNDERGROUND,2000-10-23,RATED T FOR TEEN,0,FPS,PLAYSTATION
MEDAL OF HONOR UNDERGROUND,2000-10-23,RATED T FOR TEEN,79,SHOOTER,GAME BOY ADVANCE
MEDAL OF HONOR VANGUARD,2007-03-26,RATED T FOR TEEN,52,FPS,PLAYSTATION 2
MEDAL OF HONOR WARFIGHTER,2012-10-23,RATED M FOR MATURE,185,ACTION,XBOX 360
MEDAL OF HONOR WARFIGHTER,2012-10-23,RATED M FOR MATURE,458,FPS,PLAYSTATION 3
MEDIEVAL DYNASTY,2020-12-17,RATED T FOR TEEN,83,SURVIVAL,PC
MEDIEVAL II TOTAL WAR,2006-11-13,RATED T FOR TEEN,826,REAL-TIME STRATEGY,PC
MEDIEVAL II TOTAL WAR,2007-11-27,RATED M FOR MATURE,281,STRATEGY,PC
MEDIEVAL II TOTAL WAR KINGDOMS,2007-08-28,RATED T FOR TEEN,195,REAL-TIME STRATEGY,PC
MEDIEVAL KINGDOM WARS,2017-06-09,RATED E FOR EVERYONE,11,STRATEGY,PC
MEDIEVAL LORDS BUILD DEFEND EXPAND,2005-11-24,RATED T FOR TEEN,6,MANAGEMENT,PC
MEDIEVAL MOVES DEADMUND'S QUEST,2011-11-15,RATED E +10 FOR EVERYONE +10,19,ACTION ADVENTURE,PLAYSTATION 3
MEDIEVAL TOTAL WAR,2002-08-19,RATED T FOR TEEN,214,REAL-TIME STRATEGY,PC
MEDIEVAL TOTAL WAR  VIKING INVASION,2003-05-07,RATED T FOR TEEN,33,REAL-TIME STRATEGY,PC
MEDIEVIL,2019-10-25,RATED T FOR TEEN,673,ACTION ADVENTURE,PLAYSTATION 4
MEDIEVIL ,2019-10-25,RATED T FOR TEEN,68,ACTION,PLAYSTATION 4
MEDIEVIL I,1998-10-01,RATED T FOR TEEN,155,ACTION,PLAYSTATION
MEDIEVIL RESURRECTION,2005-09-13,RATED T FOR TEEN,95,ACTION ADVENTURE,PSP
MEET YOUR MAKER,2023-04-04,RATED M FOR MATURE,48,SANDBOX,XBOX SERIES X
MEG'S MONSTER,2023-03-02,RATED T FOR TEEN,0,JRPG,NINTENDO SWITCH
MEGA BRAIN BOOST,2008-01-22,RATED E FOR EVERYONE,0,COMPILATION,DS
MEGA COIN SQUAD,2015-05-20,RATED T FOR TEEN,7,2D PLATFORMER,PC
MEGA MAN & BASS,2003-03-10,RATED E FOR EVERYONE,50,2D PLATFORMER,GAME BOY ADVANCE
MEGA MAN 10,2010-03-01,RATED E FOR EVERYONE,68,2D PLATFORMER,WII
MEGA MAN 11,2018-10-02,RATED E +10 FOR EVERYONE +10,211,2D PLATFORMER,PLAYSTATION 4
MEGA MAN 2 ,1988-12-24,RATED E FOR EVERYONE,153,ACTION,NES
MEGA MAN 9,2008-10-01,RATED E FOR EVERYONE,33,2D PLATFORMER,XBOX 360
MEGA MAN ANNIVERSARY COLLECTION,2004-06-22,RATED E FOR EVERYONE,33,COMPILATION,GAMECUBE
MEGA MAN BATTLE CHIP CHALLENGE,2004-03-03,RATED E FOR EVERYONE,20,CARD BATTLE,GAME BOY ADVANCE
MEGA MAN BATTLE NETWORK,2001-10-30,RATED E FOR EVERYONE,44,ACTION RPG,GAME BOY ADVANCE
MEGA MAN BATTLE NETWORK 2,2002-06-17,RATED E FOR EVERYONE,43,ACTION RPG,GAME BOY ADVANCE
MEGA MAN BATTLE NETWORK 3 WHITE VERSION,2003-06-24,RATED E FOR EVERYONE,49,ACTION RPG,GAME BOY ADVANCE
MEGA MAN BATTLE NETWORK 4 BLUE MOON,2004-06-29,RATED E FOR EVERYONE,23,ACTION RPG,GAME BOY ADVANCE
MEGA MAN BATTLE NETWORK 4 RED SUN,2004-06-29,RATED E FOR EVERYONE,24,ACTION RPG,GAME BOY ADVANCE
MEGA MAN BATTLE NETWORK 5 DOUBLE TEAM DS,2005-11-01,RATED E FOR EVERYONE,25,ACTION RPG,DS
MEGA MAN BATTLE NETWORK 5 TEAM COLONEL,2005-06-21,RATED E FOR EVERYONE,20,ACTION RPG,GAME BOY ADVANCE
MEGA MAN BATTLE NETWORK 5 TEAM PROTOMAN,2005-06-21,RATED E FOR EVERYONE,26,ACTION RPG,GAME BOY ADVANCE
MEGA MAN BATTLE NETWORK 6 CYBEAST FALZAR,2006-06-13,RATED E FOR EVERYONE,33,ACTION RPG,GAME BOY ADVANCE
MEGA MAN BATTLE NETWORK 6 CYBEAST GREGAR,2006-06-13,RATED E FOR EVERYONE,36,ACTION RPG,GAME BOY ADVANCE
MEGA MAN BATTLE NETWORK LEGACY COLLECTION,2023-04-14,RATED E +10 FOR EVERYONE +10,110,COMPILATION,NINTENDO SWITCH
MEGA MAN LEGACY COLLECTION,2015-08-25,RATED E FOR EVERYONE,47,COMPILATION,XBOX ONE
MEGA MAN LEGACY COLLECTION + MEGA MAN LEGACY COLLECTION 2,2018-05-22,RATED E +10 FOR EVERYONE +10,32,COMPILATION,NINTENDO SWITCH
MEGA MAN LEGACY COLLECTION 2,2017-08-08,RATED E +10 FOR EVERYONE +10,35,COMPILATION,XBOX ONE
MEGA MAN LEGENDS 2,2000-10-24,RATED E FOR EVERYONE,52,ACTION RPG,PLAYSTATION
MEGA MAN MAVERICK HUNTER X,2006-01-31,RATED E +10 FOR EVERYONE +10,160,2D PLATFORMER,PSP
MEGA MAN NETWORK TRANSMISSION,2003-06-17,RATED E FOR EVERYONE,17,2D PLATFORMER,GAMECUBE
MEGA MAN POWERED UP,2006-03-14,RATED E FOR EVERYONE,131,2D PLATFORMER,PSP
MEGA MAN STAR FORCE 2 ZERKER X NINJA,2008-06-24,RATED E FOR EVERYONE,19,ACTION RPG,DS
MEGA MAN STAR FORCE 2 ZERKER X SAURIAN,2008-06-24,RATED E FOR EVERYONE,24,ACTION RPG,DS
MEGA MAN STAR FORCE 3 BLACK ACE,2009-06-30,RATED E FOR EVERYONE,35,ACTION RPG,DS
MEGA MAN STAR FORCE 3 RED JOKER,2009-06-30,RATED E FOR EVERYONE,19,ACTION RPG,DS
MEGA MAN STAR FORCE DRAGON,2007-08-07,RATED E FOR EVERYONE,20,ACTION RPG,DS
MEGA MAN STAR FORCE LEO,2007-08-07,RATED E FOR EVERYONE,21,ACTION RPG,DS
MEGA MAN STAR FORCE PEGASUS,2007-08-07,RATED E FOR EVERYONE,21,ACTION RPG,DS
MEGA MAN X COLLECTION,2006-01-10,RATED E FOR EVERYONE,29,COMPILATION,PLAYSTATION 2
MEGA MAN X COMMAND MISSION,2004-09-21,RATED E FOR EVERYONE,36,JRPG,PLAYSTATION 2
MEGA MAN X LEGACY COLLECTION,2018-07-24,RATED T FOR TEEN,50,ACTION,NINTENDO SWITCH
MEGA MAN X LEGACY COLLECTION,2018-07-24,RATED T FOR TEEN,56,COMPILATION,PLAYSTATION 4
MEGA MAN X LEGACY COLLECTION 1 + 2,2018-07-24,RATED T FOR TEEN,96,COMPILATION,XBOX ONE
MEGA MAN X LEGACY COLLECTION 2,2018-07-24,RATED T FOR TEEN,29,ACTION,NINTENDO SWITCH
MEGA MAN X LEGACY COLLECTION 2,2018-07-24,RATED T FOR TEEN,28,COMPILATION,XBOX ONE
MEGA MAN X5,2001-02-01,RATED E FOR EVERYONE,0,2D PLATFORMER,PLAYSTATION
MEGA MAN X6,2001-12-04,RATED E FOR EVERYONE,107,2D PLATFORMER,PLAYSTATION
MEGA MAN X7,2003-10-14,RATED E FOR EVERYONE,64,3D PLATFORMER,PLAYSTATION 2
MEGA MAN X8,2004-12-07,RATED E FOR EVERYONE,107,3D PLATFORMER,PLAYSTATION 2
MEGA MAN ZERO,2002-09-09,RATED E FOR EVERYONE,90,2D PLATFORMER,GAME BOY ADVANCE
MEGA MAN ZERO  ZX LEGACY COLLECTION,2020-02-25,RATED T FOR TEEN,101,COMPILATION,PLAYSTATION 4
MEGA MAN ZERO 2,2003-10-14,RATED E FOR EVERYONE,60,2D PLATFORMER,GAME BOY ADVANCE
MEGA MAN ZERO 3,2004-10-05,RATED E FOR EVERYONE,65,2D PLATFORMER,GAME BOY ADVANCE
MEGA MAN ZERO 4,2005-10-04,RATED E FOR EVERYONE,60,2D PLATFORMER,GAME BOY ADVANCE
MEGA MAN ZERO COLLECTION,2010-06-08,RATED E FOR EVERYONE,77,COMPILATION,DS
MEGA MAN ZX,2006-09-12,RATED E FOR EVERYONE,70,2D PLATFORMER,DS
MEGA MAN ZX ADVENT,2007-10-23,RATED E +10 FOR EVERYONE +10,67,2D PLATFORMER,DS
MEGABYTE PUNCH,2013-08-05,RATED E FOR EVERYONE,42,ACTION,LINUX
MEGADIMENSION NEPTUNIA VII,2015-04-23,RATED T FOR TEEN,44,RPG,NINTENDO SWITCH
MEGADIMENSION NEPTUNIA VII,2016-02-02,RATED T FOR TEEN,157,JRPG,PLAYSTATION 4
MEGADIMENSION NEPTUNIA VIIR,2018-05-08,RATED T FOR TEEN,23,JRPG,PLAYSTATION 4
MEGADIMENSION NEPTUNIA VIIR,2018-05-08,RATED T FOR TEEN,10,RPG,PC
MEGAQUARIUM,2018-09-12,RATED E FOR EVERYONE,27,STRATEGY,XBOX ONE
MEGATAGMENSION BLANC + NEPTUNE VS ZOMBIES,2015-10-15,RATED T FOR TEEN,26,ACTION,PS VITA
MEGATAGMENSION BLANC + NEPTUNE VS ZOMBIES,2016-05-10,RATED T FOR TEEN,24,3D BEAT-'EM-UP,PLAYSTATION VITA
MEGATON RAINFALL,2017-10-17,RATED T FOR TEEN,28,ACTION,PC
MEGATON RAINFALL,2017-10-17,RATED T FOR TEEN,18,ACTION,PLAYSTATION 4
MEIQ LABYRINTH OF DEATH,2016-09-13,RATED T FOR TEEN,7,JRPG,PLAYSTATION VITA
MEMBRANE,2018-02-22,RATED E FOR EVERYONE,30,ACTION PUZZLE,NINTENDO SWITCH
MEMENTO MORI,2009-07-29,RATED M FOR MATURE,37,FIRST-PERSON ADVENTURE,PC
MEMENTO MORI,2012-11-09,RATED M FOR MATURE,12,ADVENTURE,PC
MEMORIA,2013-08-30,RATED T FOR TEEN,107,ACTION,IOS
MEN IN BLACK  THE SERIES CRASHDOWN,2001-11-01,RATED T FOR TEEN,7,FPS,PLAYSTATION
MEN OF VALOR,2004-10-19,RATED M FOR MATURE,0,FPS,XBOX
MEN OF WAR,2009-03-16,RATED M FOR MATURE,124,REAL-TIME TACTICS,PC
MEN OF WAR,2009-05-06,RATED M FOR MATURE,69,ACTION,PC
MEN OF WAR ASSAULT SQUAD,2011-02-23,RATED M FOR MATURE,72,STRATEGY,PC
MEN OF WAR ASSAULT SQUAD,2011-02-25,RATED T FOR TEEN,121,REAL-TIME TACTICS,PC
MEN OF WAR RED TIDE,2009-08-14,RATED M FOR MATURE,29,STRATEGY,PC
MEN OF WAR RED TIDE,2009-11-01,RATED T FOR TEEN,43,REAL-TIME TACTICS,PC
MEN OF WAR VIETNAM,2011-09-07,RATED M FOR MATURE,21,STRATEGY,PC
MEN OF WAR VIETNAM,2011-09-08,RATED T FOR TEEN,46,REAL-TIME TACTICS,PC
MEN'S ROOM MAYHEM,2013-05-21,RATED T FOR TEEN,9,ACTION,PLAYSTATION VITA
MERCEDESBENZ WORLD RACING,2003-03-20,RATED E FOR EVERYONE,0,AUTO RACING SIM,XBOX
MERCENARIES 2 WORLD IN FLAMES,2008-08-31,RATED T FOR TEEN,158,ACTION,PC
MERCENARIES 2 WORLD IN FLAMES,2008-08-31,RATED T FOR TEEN,47,OPEN-WORLD ACTION,XBOX 360
MERCENARIES PLAYGROUND OF DESTRUCTION,2005-01-10,RATED T FOR TEEN,24,OPEN-WORLD ACTION,XBOX
MERCENARIES SAGA 2 ORDER OF THE SILVER EAGLE,2015-07-02,RATED E +10 FOR EVERYONE +10,16,TURN-BASED TACTICS,IOS (IPHONE/IPAD)
MERCENARIES SAGA CHRONICLES,2018-02-08,RATED T FOR TEEN,17,COMPILATION,NINTENDO SWITCH
MERCENARIES WINGS THE FALSE PHOENIX,2018-11-08,RATED T FOR TEEN,8,TURN-BASED TACTICS,NINTENDO SWITCH
MERCENARY KINGS,2014-03-25,RATED M FOR MATURE,172,ACTION,XBOX ONE
MERCENARY KINGS,2014-04-01,RATED T FOR TEEN,232,HORIZONTAL SHOOT-'EM-UP,PLAYSTATION 4
MERCENARY KINGS RELOADED EDITION,2018-02-06,RATED T FOR TEEN,7,HORIZONTAL SHOOT-'EM-UP,PLAYSTATION VITA
MERCHANT PRINCE II,2001-04-30,RATED E FOR EVERYONE,0,STRATEGY,PC
MERCURY HG,2011-09-28,RATED E FOR EVERYONE,10,PUZZLE,XBOX 360
MERCURY MELTDOWN,2006-10-03,RATED E FOR EVERYONE,7,PUZZLE,PSP
MERCURY MELTDOWN REVOLUTION,2007-10-15,RATED E FOR EVERYONE,8,PUZZLE,WII
MESSIAH,2000-03-30,RATED M FOR MATURE,26,ACTION,PC
METAL ASSAULT  GIGASLAVE  EUROPE,2016-11-04,RATED M FOR MATURE,0,ACTION,PC
METAL DUNGEON,2002-12-15,RATED T FOR TEEN,0,ACTION RPG,XBOX
METAL FATIGUE,2000-07-31,RATED T FOR TEEN,55,REAL-TIME STRATEGY,PC
METAL GEAR ACID,2005-03-22,RATED M FOR MATURE,39,CARD BATTLE,PSP
METAL GEAR ACID 2,2006-03-21,RATED M FOR MATURE,30,CARD BATTLE,PSP
METAL GEAR ONLINE,2008-06-12,RATED M FOR MATURE,29,ACTION ADVENTURE,PLAYSTATION 3
METAL GEAR RISING REVENGEANCE,2013-02-19,RATED M FOR MATURE,1176,ACTION,PLAYSTATION 3
METAL GEAR RISING REVENGEANCE,2013-02-19,RATED M FOR MATURE,1026,ACTION ADVENTURE,XBOX 360
METAL GEAR SOLID,1998-09-03,RATED M FOR MATURE,1070,ACTION,PC
METAL GEAR SOLID,1998-10-21,RATED M FOR MATURE,2182,ACTION ADVENTURE,PLAYSTATION
METAL GEAR SOLID 2 SONS OF LIBERTY,2001-11-12,RATED M FOR MATURE,524,ACTION,PLAYSTATION 2
METAL GEAR SOLID 2 SONS OF LIBERTY,2001-11-12,RATED M FOR MATURE,1750,ACTION ADVENTURE,PLAYSTATION 2
METAL GEAR SOLID 2 SUBSTANCE,2002-11-04,RATED M FOR MATURE,40,ACTION ADVENTURE,PC
METAL GEAR SOLID 3 SNAKE EATER,2004-11-17,RATED M FOR MATURE,834,ACTION,XBOX 360
METAL GEAR SOLID 3 SNAKE EATER,2004-11-17,RATED M FOR MATURE,1928,ACTION ADVENTURE,PLAYSTATION 2
METAL GEAR SOLID 3 SUBSISTENCE,2006-03-14,RATED M FOR MATURE,807,ACTION ADVENTURE,PLAYSTATION 2
METAL GEAR SOLID 4 GUNS OF THE PATRIOTS,2008-06-12,RATED M FOR MATURE,636,ACTION,PLAYSTATION 3
METAL GEAR SOLID 4 GUNS OF THE PATRIOTS,2008-06-12,RATED M FOR MATURE,2552,ACTION ADVENTURE,PLAYSTATION 3
METAL GEAR SOLID DIGITAL GRAPHIC NOVEL,2006-06-13,RATED M FOR MATURE,24,MISCELLANEOUS,PSP
METAL GEAR SOLID HD COLLECTION,2011-11-08,RATED M FOR MATURE,546,COMPILATION,XBOX 360
METAL GEAR SOLID HD EDITION,2011-11-08,RATED M FOR MATURE,70,ACTION,PS VITA
METAL GEAR SOLID HD EDITION,2012-06-12,RATED M FOR MATURE,272,COMPILATION,PLAYSTATION VITA
METAL GEAR SOLID INTEGRAL,2000-09-24,RATED M FOR MATURE,261,ACTION ADVENTURE,PC
METAL GEAR SOLID MASTER COLLECTION VOL 1,2023-10-24,RATED M FOR MATURE,107,COMPILATION,PLAYSTATION 5
METAL GEAR SOLID PEACE WALKER,2010-04-29,RATED T FOR TEEN,185,ACTION,PS VITA
METAL GEAR SOLID PEACE WALKER,2010-06-08,RATED T FOR TEEN,631,ACTION ADVENTURE,PSP
METAL GEAR SOLID PORTABLE OPS,2006-12-05,RATED M FOR MATURE,81,ACTION,PSP
METAL GEAR SOLID PORTABLE OPS,2006-12-05,RATED M FOR MATURE,152,ACTION ADVENTURE,PSP
METAL GEAR SOLID PORTABLE OPS PLUS,2007-11-13,RATED T FOR TEEN,27,ACTION ADVENTURE,PSP
METAL GEAR SOLID THE LEGACY COLLECTION,2013-07-09,RATED M FOR MATURE,58,ACTION,PLAYSTATION 3
METAL GEAR SOLID THE TWIN SNAKES,2004-03-09,RATED M FOR MATURE,80,ACTION,GAMECUBE
METAL GEAR SOLID THE TWIN SNAKES,2004-03-09,RATED M FOR MATURE,220,ACTION ADVENTURE,GAMECUBE
METAL GEAR SOLID V GROUND ZEROES,2014-03-18,RATED M FOR MATURE,1575,OPEN-WORLD ACTION,XBOX 360
METAL GEAR SOLID V THE PHANTOM PAIN,2015-09-01,RATED M FOR MATURE,2455,ACTION,PLAYSTATION 4
METAL GEAR SOLID V THE PHANTOM PAIN,2015-09-01,RATED M FOR MATURE,6564,OPEN-WORLD ACTION,XBOX ONE
METAL GEAR SURVIVE,2018-02-20,RATED M FOR MATURE,1098,SURVIVAL,PLAYSTATION 4
METAL MAX XENO,2018-09-25,RATED T FOR TEEN,21,RPG,PLAYSTATION 4
METAL MAX XENO REBORN,2022-06-10,RATED T FOR TEEN,0,RPG,PLAYSTATION 4
METAL SAGA,2006-04-25,RATED T FOR TEEN,13,JRPG,PLAYSTATION 2
METAL SLUG 3,2004-05-26,RATED T FOR TEEN,16,HORIZONTAL SHOOT-'EM-UP,NINTENDO SWITCH
METAL SLUG 4 & 5,2005-08-21,RATED T FOR TEEN,0,COMPILATION,PLAYSTATION 2
METAL SLUG 7,2008-11-18,RATED T FOR TEEN,21,HORIZONTAL SHOOT-'EM-UP,DS
METAL SLUG ADVANCE,2004-12-02,RATED T FOR TEEN,15,VERTICAL SHOOT-'EM-UP,GAME BOY ADVANCE
METAL SLUG ANTHOLOGY,2006-11-30,RATED T FOR TEEN,56,ACTION,PLAYSTATION 4
METAL SLUG ANTHOLOGY,2006-12-14,RATED T FOR TEEN,14,COMPILATION,WII
METAL SLUG DEFENSE,2014-05-01,RATED T FOR TEEN,16,ACTION,ANDROID
METAL SLUG X,2001-04-14,RATED T FOR TEEN,96,HORIZONTAL SHOOT-'EM-UP,NINTENDO SWITCH
METAL SLUG XX,2010-02-23,RATED T FOR TEEN,26,HORIZONTAL SHOOT-'EM-UP,PSP
METAL TORRENT,2010-05-24,RATED E FOR EVERYONE,1397,VERTICAL SHOOT-'EM-UP,DS
METAL WOLF CHAOS XD,2019-08-05,RATED T FOR TEEN,18,ACTION,XBOX ONE
METAL WOLF CHAOS XD,2019-08-06,RATED T FOR TEEN,33,VEHICLE COMBAT SIM,PLAYSTATION 4
METEOS,2005-06-28,RATED E FOR EVERYONE,47,MATCHING PUZZLE,DS
METEOS DISNEY MAGIC,2007-02-20,RATED E FOR EVERYONE,0,MATCHING PUZZLE,DS
METEOS WARS,2008-12-10,RATED E FOR EVERYONE,0,PUZZLE,XBOX 360
METRICO,2014-08-05,RATED E FOR EVERYONE,48,ACTION PUZZLE,PLAYSTATION VITA
METRICO+,2016-08-23,RATED E FOR EVERYONE,25,ACTION,XBOX ONE
METRICO+,2017-01-20,RATED E FOR EVERYONE,0,ACTION PUZZLE,PLAYSTATION 4
METRO 2033,2010-03-16,RATED M FOR MATURE,2171,ACTION,XBOX 360
METRO 2033,2010-03-16,RATED M FOR MATURE,386,FPS,PC
METRO 2033 REDUX,2014-08-25,RATED M FOR MATURE,1818,ACTION,PLAYSTATION 4
METRO CONFLICT,2015-06-22,RATED T FOR TEEN,6,ACTION,PC
METRO EXODUS,2019-02-13,RATED M FOR MATURE,1587,ACTION,PC
METRO EXODUS,2019-02-15,RATED M FOR MATURE,4849,FPS,XBOX ONE
METRO EXODUS ENHANCED EDITION,2021-05-06,RATED M FOR MATURE,94,ACTION,PC
METRO EXODUS ENHANCED EDITION,2021-06-18,RATED M FOR MATURE,283,FPS,XBOX SERIES X
METRO EXODUS SAMS STORY,2020-02-11,RATED RP FOR RATE PENDING,167,ACTION,XBOX ONE
METRO EXODUS THE TWO COLONELS,2019-08-20,RATED M FOR MATURE,139,ACTION,XBOX ONE
METRO LAST LIGHT,2013-05-13,RATED M FOR MATURE,1018,ACTION,PC
METRO LAST LIGHT,2013-05-13,RATED M FOR MATURE,3445,FPS,PLAYSTATION 3
METRO LAST LIGHT  FACTION PACK,2013-07-16,RATED M FOR MATURE,50,FPS,XBOX 360
METRO REDUX,2014-08-26,RATED M FOR MATURE,1020,COMPILATION,XBOX ONE
METROID,1986-08-06,RATED E FOR EVERYONE,133,ACTION,GAME BOY ADVANCE
METROID,2004-10-25,RATED E FOR EVERYONE,41,METROIDVANIA,GAME BOY ADVANCE
