title,released,rating,ratings_count,genres,platforms
FAMILY PARTY 30 GREAT GAMES,2008-12-02,RATED E +10 FOR EVERYONE +10,10,PARTY,WII
FANTASIA MUSIC EVOLVED,2014-10-21,RATED E +10 FOR EVERYONE +10,69,RHYTHM,XBOX ONE
FANTASTIC 4,2005-06-27,RATED T FOR TEEN,0,3D BEAT-'EM-UP,GAMECUBE
FANTASTIC FOUR RISE OF THE SILVER SURFER,2007-06-15,RATED T FOR TEEN,13,ACTION ADVENTURE,PLAYSTATION 2
FANTASTIC PETS,2011-04-12,RATED E FOR EVERYONE,0,VIRTUAL PET,XBOX 360
FANTASY HERO UNSIGNED LEGACY,2014-12-02,RATED E +10 FOR EVERYONE +10,0,ACTION RPG,PLAYSTATION VITA
FANTASY LIFE,2014-10-24,RATED E +10 FOR EVERYONE +10,282,RPG,3DS
FANTASY STRIKE,2018-06-01,RATED T FOR TEEN,15,ACTION,NINTENDO SWITCH
FANTASY STRIKE,2019-07-25,RATED T FOR TEEN,41,2D FIGHTING,PLAYSTATION 4
FANTASY WARS,2007-11-08,RATED T FOR TEEN,46,TURN-BASED TACTICS,PC
FANTASY ZONE,2020-01-23,RATED E FOR EVERYONE,12,HORIZONTAL SHOOT-'EM-UP,3DS
FANTAVISION,2000-10-25,RATED E FOR EVERYONE,11,ACTION PUZZLE,PLAYSTATION 2
FAR CHANGING TIDES,2022-03-01,RATED E FOR EVERYONE,47,LINEAR ACTION ADVENTURE,PLAYSTATION 4
FAR CRY,2004-03-22,RATED M FOR MATURE,820,ACTION,PLAYSTATION 3
FAR CRY,2004-03-23,RATED M FOR MATURE,1127,FPS,PC
FAR CRY 2,2008-10-21,RATED M FOR MATURE,984,ACTION,PC
FAR CRY 2,2008-10-21,RATED M FOR MATURE,280,FPS,PC
FAR CRY 3,2012-11-28,RATED M FOR MATURE,2784,ACTION,XBOX ONE
FAR CRY 3,2012-12-04,RATED M FOR MATURE,5355,FPS,PLAYSTATION 3
FAR CRY 3 BLOOD DRAGON,2013-04-30,RATED M FOR MATURE,1068,SHOOTER,PLAYSTATION 3
FAR CRY 3 BLOOD DRAGON,2013-05-01,RATED M FOR MATURE,413,FPS,XBOX 360
FAR CRY 4,2014-11-18,RATED M FOR MATURE,2760,FPS,PLAYSTATION 4
FAR CRY 4,2014-11-18,RATED M FOR MATURE,1806,SHOOTER,PLAYSTATION 4
FAR CRY 4 ESCAPE FROM DURGESH PRISON,2015-01-13,RATED M FOR MATURE,29,FPS,XBOX ONE
FAR CRY 5,2018-03-27,RATED M FOR MATURE,2028,ACTION,PLAYSTATION 4
FAR CRY 5,2018-03-27,RATED M FOR MATURE,2641,OPEN-WORLD ACTION,XBOX ONE
FAR CRY 5 HOURS OF DARKNESS,2018-06-05,RATED M FOR MATURE,69,OPEN-WORLD ACTION,XBOX ONE
FAR CRY 5 LOST ON MARS,2018-07-17,RATED M FOR MATURE,0,OPEN-WORLD ACTION,PC
FAR CRY 6,2021-10-07,RATED M FOR MATURE,1438,OPEN-WORLD ACTION,PLAYSTATION 4
FAR CRY 6  PAGAN CONTROL,2022-01-11,RATED M FOR MATURE,19,OPEN-WORLD ACTION,PC
FAR CRY INSTINCTS EVOLUTION,2006-03-28,RATED M FOR MATURE,17,FPS,XBOX
FAR CRY INSTINCTS PREDATOR,2006-03-27,RATED M FOR MATURE,22,ACTION,XBOX SERIES S/X
FAR CRY INSTINCTS PREDATOR,2006-03-28,RATED M FOR MATURE,43,FPS,XBOX 360
FAR CRY NEW DAWN,2019-02-15,RATED M FOR MATURE,581,ACTION,PLAYSTATION 4
FAR CRY NEW DAWN,2019-02-15,RATED M FOR MATURE,821,FPS,PLAYSTATION 4
FAR CRY PRIMAL,2016-02-23,RATED M FOR MATURE,800,ACTION,XBOX ONE
FAR CRY PRIMAL,2016-02-23,RATED M FOR MATURE,1267,FPS,PLAYSTATION 4
FAR GATE,2001-09-10,RATED E FOR EVERYONE,0,REAL-TIME STRATEGY,PC
FARLIGHT 84,2023-04-23,RATED T FOR TEEN,8,ACTION,IOS
FARMERS DYNASTY,2017-12-14,RATED E FOR EVERYONE,10,RPG,PLAYSTATION 4
FARMING SIMULATOR 15,2015-05-19,RATED E FOR EVERYONE,37,VIRTUAL CAREER,PC
FARMING SIMULATOR 17,2016-10-25,RATED E FOR EVERYONE,43,VIRTUAL CAREER,PC
FARMING SIMULATOR 19,2018-11-19,RATED E FOR EVERYONE,108,VIRTUAL CAREER,PC
FARMING SIMULATOR 20,2019-12-03,RATED E FOR EVERYONE,18,VIRTUAL CAREER,NINTENDO SWITCH
FARMING SIMULATOR 2013,2013-11-19,RATED E FOR EVERYONE,9,VIRTUAL CAREER,PLAYSTATION 3
FARMING SIMULATOR 22,2021-11-22,RATED E FOR EVERYONE,40,SIMULATION,XBOX ONE
FARMING SIMULATOR 22,2021-11-22,RATED E FOR EVERYONE,36,VIRTUAL CAREER,PC
FARMING SIMULATOR 23,2023-05-23,RATED E FOR EVERYONE,5,VIRTUAL CAREER,NINTENDO SWITCH
FARPOINT,2017-05-16,RATED M FOR MATURE,255,LIGHT GUN,PLAYSTATION 4
FARPOINT,2017-05-16,RATED M FOR MATURE,88,SHOOTER,PLAYSTATION 4
FARSCAPE THE GAME,2002-08-08,RATED T FOR TEEN,0,ACTION ADVENTURE,PC
FASHION DREAMER,2023-11-03,RATED E FOR EVERYONE,26,VIRTUAL LIFE,NINTENDO SWITCH
FASHION POLICE SQUAD,2023-02-02,RATED T FOR TEEN,0,FPS,PC
FAST  RACING LEAGUE,2011-05-30,RATED E FOR EVERYONE,18,FUTURE RACING,WII
FAST & FURIOUS CROSSROADS,2020-08-07,RATED T FOR TEEN,270,AUTO RACING,XBOX ONE
FAST & FURIOUS SHOWDOWN,2013-05-21,RATED T FOR TEEN,140,AUTO RACING,XBOX 360
FAST DRAW SHOWDOWN,2010-01-04,RATED T FOR TEEN,0,LIGHT GUN,PLAYSTATION 3
FAST LANES BOWLING,2004-01-07,RATED E FOR EVERYONE,0,BOWLING,PC
FAST RACING NEO,2015-12-10,RATED E FOR EVERYONE,178,FUTURE RACING,WII U
FAST RMX,2017-03-03,RATED E FOR EVERYONE,0,FUTURE RACING,NINTENDO SWITCH
FAST STRIKER,2018-10-16,RATED E FOR EVERYONE,0,VERTICAL SHOOT-'EM-UP,PLAYSTATION 4
FAT PRINCESS,2009-07-30,RATED T FOR TEEN,106,REAL-TIME STRATEGY,PLAYSTATION 3
FAT PRINCESS,2009-07-30,RATED T FOR TEEN,78,STRATEGY,PLAYSTATION 3
FAT PRINCESS ADVENTURES,2015-12-05,RATED T FOR TEEN,27,ACTION,PLAYSTATION 4
FAT PRINCESS ADVENTURES,2015-12-05,RATED T FOR TEEN,57,ACTION RPG,PLAYSTATION 4
FATAL FRAME,2001-12-13,RATED T FOR TEEN,53,ACTION,PLAYSTATION 2
FATAL FRAME,2002-03-04,RATED T FOR TEEN,121,SURVIVAL,PLAYSTATION 2
FATAL FRAME II CRIMSON BUTTERFLY,2003-11-27,RATED M FOR MATURE,54,ACTION,XBOX
FATAL FRAME II CRIMSON BUTTERFLY,2003-12-10,RATED M FOR MATURE,151,SURVIVAL,PLAYSTATION 2
FATAL FRAME II CRIMSON BUTTERFLY  DIRECTOR'S CUT,2004-11-01,RATED M FOR MATURE,26,SURVIVAL,XBOX
FATAL FRAME III THE TORMENTED,2005-11-08,RATED M FOR MATURE,99,SURVIVAL,PLAYSTATION 2
FATAL FRAME MAIDEN OF BLACK WATER,2015-10-22,RATED M FOR MATURE,293,SURVIVAL,WII U
FATAL FRAME MAIDEN OF BLACK WATER DIGITAL DELUXE EDITION,2021-10-27,RATED AO FOR ADULTS ONLY,15,ACTION,PLAYSTATION 5
FATAL FRAME MASK OF THE LUNAR ECLIPSE,2023-03-09,RATED T FOR TEEN,471,SURVIVAL,NINTENDO SWITCH
FATAL FRAME SPECIAL EDITION,2002-11-22,RATED T FOR TEEN,18,SURVIVAL,XBOX
FATAL FURY BATTLE ARCHIVES VOLUME 1,2007-08-14,RATED T FOR TEEN,0,COMPILATION,PLAYSTATION 2
FATAL FURY BATTLE ARCHIVES VOLUME 2,2008-04-08,RATED T FOR TEEN,0,COMPILATION,PLAYSTATION 2
FATAL FURY FIRST CONTACT,2020-12-23,RATED E +10 FOR EVERYONE +10,0,2D FIGHTING,NINTENDO SWITCH
FATAL FURY SPECIAL,2007-09-05,RATED T FOR TEEN,5,2D FIGHTING,NINTENDO SWITCH
FATAL INERTIA EX,2007-09-11,RATED E +10 FOR EVERYONE +10,7,FUTURE RACING,XBOX 360
FATALE EXPLORING SALOME,2009-11-04,RATED T FOR TEEN,10,ADVENTURE,MACOS
FATE,2005-05-18,RATED E +10 FOR EVERYONE +10,48,ACTION RPG,PC
FATE OF THE DRAGON,2001-03-14,RATED T FOR TEEN,5,REAL-TIME STRATEGY,PC
FATED THE SILENT OATH,2017-03-28,RATED T FOR TEEN,8,FIRST-PERSON ADVENTURE,PC
FATEEXTELLA,2017-01-31,RATED T FOR TEEN,34,ACTION,PS VITA
FATEEXTELLA LINK,2019-03-19,RATED T FOR TEEN,49,3D BEAT-'EM-UP,PLAYSTATION VITA
FATEEXTELLA THE UMBRAL STAR,2017-01-17,RATED T FOR TEEN,55,3D BEAT-'EM-UP,PLAYSTATION 4
FATEEXTRA,2011-11-01,RATED T FOR TEEN,52,JRPG,PSP
FATESAMURAI REMNANT,2023-09-29,RATED T FOR TEEN,56,ACTION RPG,PLAYSTATION 4
FATEUNLIMITED CODES,2009-09-03,RATED T FOR TEEN,13,3D FIGHTING,PSP
FAULT  MILESTONE ONE,2013-08-08,RATED T FOR TEEN,23,ADVENTURE,LINUX
FE,2018-02-16,RATED E FOR EVERYONE,127,ACTION,PLAYSTATION 4
FE,2018-02-16,RATED E FOR EVERYONE,85,OPEN-WORLD ACTION,PLAYSTATION 4
FEAR,2005-10-17,RATED M FOR MATURE,999,FPS,PLAYSTATION 3
FEAR,2005-10-18,RATED AO FOR ADULTS ONLY,995,ACTION,PC
FEAR 2 PROJECT ORIGIN,2009-02-10,RATED M FOR MATURE,94,FPS,PLAYSTATION 3
FEAR 3,2011-06-21,RATED M FOR MATURE,159,FPS,PLAYSTATION 3
FEAR EFFECT 2 RETRO HELIX,2001-02-21,RATED M FOR MATURE,28,SURVIVAL,PLAYSTATION
FEAR EFFECT SEDNA,2018-03-06,RATED M FOR MATURE,15,ACTION,PLAYSTATION 4
FEAR EFFECT SEDNA,2018-03-06,RATED M FOR MATURE,30,RPG,PC
FEAR EXTRACTION POINT,2006-10-24,RATED M FOR MATURE,189,FPS,PC
FEAR FACTOR UNLEASHED,2004-11-17,RATED T FOR TEEN,0,TRIVIA,GAME BOY ADVANCE
FEAR FILES,2007-11-06,RATED M FOR MATURE,15,FPS,XBOX 360
FEAR PERSEUS MANDATE,2007-11-06,RATED M FOR MATURE,147,FPS,PC
FEAR PLATINUM,2005-10-16,RATED AO FOR ADULTS ONLY,50,SHOOTER,PC
FEATHER,2019-04-05,RATED E FOR EVERYONE,7,AIRCRAFT SIM,PC
FEEDING FRENZY,2004-02-11,RATED E FOR EVERYONE,58,ACTION,XBOX 360
FEEDING FRENZY,2006-03-10,RATED E FOR EVERYONE,17,PUZZLE,XBOX 360
FEEDING FRENZY 2,2008-01-01,RATED E FOR EVERYONE,23,ACTION,XBOX 360
FEEDING FRENZY 2 SHIPWRECK SHOWDOWN,2008-09-17,RATED E FOR EVERYONE,6,PUZZLE,XBOX 360
FEEL THE MAGIC XYXX,2004-11-16,RATED T FOR TEEN,9,PARTY,DS
FEIST,2015-07-22,RATED T FOR TEEN,29,ACTION,XBOX ONE
FELL SEAL ARBITER'S MARK,2019-04-30,RATED T FOR TEEN,50,TURN-BASED TACTICS,PC
FELL SEAL ARBITERS MARK,2018-08-16,RATED T FOR TEEN,35,RPG,XBOX ONE
FERRARI CHALLENGE TROFEO PIRELLI,2008-08-26,RATED E FOR EVERYONE,15,AUTO RACING SIM,PLAYSTATION 3
FERRARI F355 CHALLENGE,2002-09-28,RATED E FOR EVERYONE,0,AUTO RACING SIM,PLAYSTATION 2
FEZ,2012-04-13,RATED E FOR EVERYONE,398,2D PLATFORMER,XBOX 360
FEZ,2012-04-13,RATED E FOR EVERYONE,1149,ACTION,NINTENDO SWITCH
FIELD COMMANDER,2006-05-23,RATED T FOR TEEN,29,TURN-BASED STRATEGY,PSP
FIELDRUNNERS,2009-10-01,RATED E +10 FOR EVERYONE +10,6,DEFENSE,PSP
FIFA 06 ROAD TO FIFA WORLD CUP,2005-10-04,RATED E FOR EVERYONE,12,SOCCER SIM,DS
FIFA 07,2006-09-25,RATED E FOR EVERYONE,124,SPORTS,NINTENDO DS
FIFA 07 SOCCER,2006-10-31,RATED E FOR EVERYONE,20,SOCCER SIM,GAMECUBE
FIFA 08,2007-10-09,RATED E FOR EVERYONE,100,SPORTS,NINTENDO DS
FIFA 08 SOCCER,2007-10-09,RATED E FOR EVERYONE,33,SOCCER SIM,DS
FIFA 09,2008-10-02,RATED E FOR EVERYONE,124,SPORTS,PLAYSTATION 3
FIFA 10,2009-09-30,RATED E FOR EVERYONE,209,SPORTS,PLAYSTATION 3
FIFA 12,2011-09-27,RATED E FOR EVERYONE,266,SPORTS,ANDROID
FIFA 14,2013-09-23,RATED E FOR EVERYONE,448,SPORTS,ANDROID
FIFA 14,2013-09-24,RATED E FOR EVERYONE,497,SOCCER SIM,PLAYSTATION VITA
FIFA 15,2014-09-20,RATED E FOR EVERYONE,503,SPORTS,PS VITA
FIFA 15,2014-09-23,RATED E FOR EVERYONE,1135,SOCCER SIM,PLAYSTATION 4
FIFA 16,2015-09-22,RATED E FOR EVERYONE,515,SOCCER SIM,PLAYSTATION 4
FIFA 17,2016-09-27,RATED E FOR EVERYONE,342,SOCCER SIM,PLAYSTATION 4
FIFA 17,2016-09-27,RATED E FOR EVERYONE,579,SPORTS,PLAYSTATION 3
FIFA 18,2017-09-26,RATED E FOR EVERYONE,1192,SOCCER SIM,NINTENDO SWITCH
FIFA 18,2017-09-26,RATED E FOR EVERYONE,690,SPORTS,PC
FIFA 19,2018-09-25,RATED E FOR EVERYONE,1301,SOCCER SIM,PLAYSTATION 4
FIFA 19,2018-09-28,RATED E FOR EVERYONE,642,SIMULATION,PLAYSTATION 4
FIFA 19,2018-09-28,RATED E FOR EVERYONE,642,SIMULATION,PLAYSTATION 4
FIFA 20,2019-09-24,RATED E FOR EVERYONE,3743,SOCCER SIM,PLAYSTATION 4
FIFA 20,2019-09-27,RATED E FOR EVERYONE,463,SPORTS,NINTENDO SWITCH
FIFA 2001,2000-11-24,RATED E FOR EVERYONE,16,SOCCER SIM,PLAYSTATION 2
FIFA 2001 MAJOR LEAGUE SOCCER,2000-10-30,RATED E FOR EVERYONE,33,SOCCER SIM,PC
FIFA 2002,2001-11-01,RATED E FOR EVERYONE,16,SOCCER SIM,GAMECUBE
FIFA 21,2020-10-06,RATED E FOR EVERYONE,2180,SOCCER SIM,XBOX ONE
FIFA 21,2020-10-06,RATED E FOR EVERYONE,258,SPORTS,PLAYSTATION 5
FIFA 22,2021-09-27,RATED E FOR EVERYONE,558,SOCCER SIM,PC
FIFA 22,2021-09-27,RATED E FOR EVERYONE,216,SPORTS,PLAYSTATION 5
FIFA 23,2022-09-27,RATED E FOR EVERYONE,59,SIMULATION,PLAYSTATION 4
FIFA 23,2022-09-27,RATED E FOR EVERYONE,483,SOCCER SIM,PLAYSTATION 5
FIFA MANAGER 09,2008-12-19,RATED E FOR EVERYONE,9,SOCCER MANAGEMENT,PC
FIFA MANAGER 10,2009-10-30,RATED E FOR EVERYONE,17,SOCCER MANAGEMENT,PC
FIFA MANAGER 11,2010-11-03,RATED E FOR EVERYONE,32,SOCCER MANAGEMENT,PC
FIFA MANAGER 12,2011-10-18,RATED E FOR EVERYONE,32,SOCCER MANAGEMENT,PC
FIFA MANAGER 13,2012-10-25,RATED E FOR EVERYONE,72,SOCCER MANAGEMENT,PC
FIFA SOCCER,2012-02-15,RATED E FOR EVERYONE,83,SOCCER SIM,PLAYSTATION VITA
FIFA SOCCER 09,2008-10-13,RATED E FOR EVERYONE,53,SOCCER SIM,XBOX 360
FIFA SOCCER 10,2009-10-20,RATED E FOR EVERYONE,109,SOCCER SIM,PLAYSTATION 3
FIFA SOCCER 11,2010-09-28,RATED E FOR EVERYONE,175,SOCCER SIM,IOS (IPHONE/IPAD)
FIFA SOCCER 12,2011-09-27,RATED E FOR EVERYONE,366,SOCCER SIM,IOS (IPHONE/IPAD)
FIFA SOCCER 13,2012-09-25,RATED E FOR EVERYONE,478,SOCCER SIM,PC
FIFA SOCCER 2003,2002-11-14,RATED E FOR EVERYONE,22,SOCCER SIM,GAME BOY ADVANCE
FIFA SOCCER 2004,2003-11-04,RATED E FOR EVERYONE,37,SOCCER SIM,GAMECUBE
FIFA SOCCER 2005,2004-10-12,RATED E FOR EVERYONE,7,SOCCER SIM,PSP
FIFA STREET,2005-02-22,RATED E FOR EVERYONE,36,SOCCER,XBOX
FIFA STREET,2012-03-13,RATED E FOR EVERYONE,79,SOCCER,XBOX 360
FIFA STREET 2,2006-02-28,RATED E FOR EVERYONE,8,SOCCER,XBOX
FIFA STREET 3,2008-02-18,RATED E FOR EVERYONE,16,SOCCER,DS
FIFA STREET 3,2008-02-18,RATED E FOR EVERYONE,32,SPORTS,XBOX 360
FIFA WORLD CUP GERMANY 2006,2006-04-24,RATED E FOR EVERYONE,7,SOCCER SIM,XBOX 360
FIGHT CLUB,2004-11-16,RATED M FOR MATURE,0,3D FIGHTING,PLAYSTATION 2
FIGHT CRAB,2020-07-29,RATED E +10 FOR EVERYONE +10,10,3D FIGHTING,NINTENDO SWITCH
FIGHT NIGHT 2004,2004-04-05,RATED T FOR TEEN,8,COMBAT SPORT,PLAYSTATION 2
FIGHT NIGHT CHAMPION,2010-04-26,RATED M FOR MATURE,126,SPORTS,XBOX 360
FIGHT NIGHT CHAMPION,2011-03-01,RATED M FOR MATURE,143,COMBAT SPORT,PLAYSTATION 3
FIGHT NIGHT ROUND 2,2005-02-28,RATED T FOR TEEN,10,COMBAT SPORT,XBOX
FIGHT NIGHT ROUND 3,2006-02-20,RATED T FOR TEEN,55,COMBAT SPORT,XBOX 360
FIGHT NIGHT ROUND 4,2009-06-23,RATED T FOR TEEN,45,COMBAT SPORT,PLAYSTATION 3
FIGHT NIGHT ROUND 4,2009-06-25,RATED T FOR TEEN,63,SPORTS,XBOX 360
FIGHT'N RAGE,2019-09-26,RATED T FOR TEEN,20,2D BEAT-'EM-UP,PC
FIGHTER DESTINY 2,2000-07-14,RATED T FOR TEEN,9,3D FIGHTING,NINTENDO 64
FIGHTER MAKER 2,2002-11-12,RATED T FOR TEEN,0,3D FIGHTING,PLAYSTATION 2
FIGHTER WITHIN,2013-11-19,RATED T FOR TEEN,214,SPORTS,XBOX ONE
FIGHTERS UNCAGED,2010-11-04,RATED T FOR TEEN,26,3D FIGHTING,XBOX 360
FIGHTING EX LAYER,2017-12-11,RATED T FOR TEEN,8,ACTION,PLAYSTATION 4
FIGHTING FANTASY THE WARLOCK OF FIRETOP MOUNTAIN,2009-11-23,RATED T FOR TEEN,11,RPG,IOS (IPHONE/IPAD)
FIGHTING FORCE,1997-10-31,RATED T FOR TEEN,82,ACTION,NINTENDO 64
FIGHTN RAGE,2017-09-18,RATED T FOR TEEN,54,ACTION,PLAYSTATION 4
FIGMENT,2017-09-21,RATED T FOR TEEN,108,ACTION,NINTENDO SWITCH
FIGMENT,2018-06-28,RATED E +10 FOR EVERYONE +10,56,ACTION ADVENTURE,PC
FILTHY LUCRE,2016-09-16,RATED M FOR MATURE,7,TOP-DOWN SHOOT-'EM-UP,PLAYSTATION 4
FIMBUL,2019-02-28,RATED T FOR TEEN,6,ACTION ADVENTURE,PC
FINAL DOOM,1996-05-31,RATED M FOR MATURE,144,ACTION,PLAYSTATION
FINAL EXAM,2013-11-05,RATED T FOR TEEN,8,2D BEAT-'EM-UP,PC
FINAL FANTASY,2007-06-26,RATED E +10 FOR EVERYONE +10,214,JRPG,IOS (IPHONE/IPAD)
FINAL FANTASY ANTHOLOGY,1999-09-30,RATED T FOR TEEN,52,COMPILATION,PLAYSTATION
FINAL FANTASY CHRONICLES,2001-06-29,RATED T FOR TEEN,191,COMPILATION,PLAYSTATION
FINAL FANTASY CRYSTAL CHRONICLES,2004-02-09,RATED T FOR TEEN,190,ACTION RPG,GAMECUBE
FINAL FANTASY CRYSTAL CHRONICLES ECHOES OF TIME,2009-03-24,RATED E +10 FOR EVERYONE +10,23,ACTION RPG,DS
FINAL FANTASY CRYSTAL CHRONICLES MY LIFE AS A DARKLORD,2009-07-20,RATED E +10 FOR EVERYONE +10,6,REAL-TIME STRATEGY,WII
FINAL FANTASY CRYSTAL CHRONICLES MY LIFE AS A KING,2008-05-12,RATED E FOR EVERYONE,21,TYCOON,WII
FINAL FANTASY CRYSTAL CHRONICLES REMASTERED EDITION,2020-08-27,RATED T FOR TEEN,41,ACTION RPG,NINTENDO SWITCH
FINAL FANTASY CRYSTAL CHRONICLES RING OF FATES,2008-03-11,RATED E +10 FOR EVERYONE +10,24,ACTION RPG,DS
FINAL FANTASY CRYSTAL CHRONICLES THE CRYSTAL BEARERS,2009-12-26,RATED T FOR TEEN,160,ACTION RPG,WII
FINAL FANTASY EXPLORERS,2016-01-26,RATED E +10 FOR EVERYONE +10,232,ACTION RPG,3DS
FINAL FANTASY FABLES CHOCOBO TALES,2007-04-03,RATED E FOR EVERYONE,28,ADVENTURE,DS
FINAL FANTASY FABLES CHOCOBO'S DUNGEON,2008-07-08,RATED E +10 FOR EVERYONE +10,10,ROGUELIKE,WII
FINAL FANTASY I & II DAWN OF SOULS,2004-11-29,RATED E FOR EVERYONE,74,COMPILATION,GAME BOY ADVANCE
FINAL FANTASY II,2007-07-24,RATED T FOR TEEN,56,JRPG,IOS (IPHONE/IPAD)
FINAL FANTASY II PIXEL REMASTER,2021-07-28,RATED E +10 FOR EVERYONE +10,41,JRPG,PC
FINAL FANTASY III,2006-11-14,RATED E +10 FOR EVERYONE +10,223,JRPG,DS
FINAL FANTASY III PIXEL REMASTER,2021-07-28,RATED E +10 FOR EVERYONE +10,44,JRPG,IOS (IPHONE/IPAD)
FINAL FANTASY IV,2005-12-12,RATED E +10 FOR EVERYONE +10,68,JRPG,GAME BOY ADVANCE
FINAL FANTASY IV,2008-07-21,RATED E +10 FOR EVERYONE +10,291,JRPG,DS
FINAL FANTASY IV PIXEL REMASTER,2021-09-08,RATED E +10 FOR EVERYONE +10,24,JRPG,IOS (IPHONE/IPAD)
FINAL FANTASY IV THE AFTER YEARS,2009-06-01,RATED E FOR EVERYONE,20,JRPG,WII
FINAL FANTASY IV THE COMPLETE COLLECTION,2011-04-18,RATED E +10 FOR EVERYONE +10,220,COMPILATION,PSP
FINAL FANTASY IX,2000-07-07,RATED T FOR TEEN,549,ADVENTURE,IOS
FINAL FANTASY IX,2000-11-13,RATED T FOR TEEN,1570,JRPG,PLAYSTATION
FINAL FANTASY ORIGINS,2003-04-08,RATED T FOR TEEN,67,COMPILATION,PLAYSTATION
FINAL FANTASY PIXEL REMASTER,2021-07-28,RATED E FOR EVERYONE,95,JRPG,PC
FINAL FANTASY PIXEL REMASTER FF35TH ANNIVERSARY EDITION,2023-04-21,RATED T FOR TEEN,32,COMPILATION,PLAYSTATION 4
FINAL FANTASY TACTICS,1997-06-28,RATED T FOR TEEN,125,ADVENTURE,PLAYSTATION
FINAL FANTASY TACTICS,2007-10-09,RATED T FOR TEEN,375,TURN-BASED TACTICS,PLAYSTATION
FINAL FANTASY TACTICS A2 GRIMOIRE OF THE RIFT,2008-06-24,RATED E +10 FOR EVERYONE +10,223,TURN-BASED TACTICS,DS
FINAL FANTASY TACTICS ADVANCE,2003-02-14,RATED E FOR EVERYONE,92,RPG,GAME BOY ADVANCE
FINAL FANTASY TACTICS ADVANCE,2003-09-08,RATED E FOR EVERYONE,293,TURN-BASED TACTICS,GAME BOY ADVANCE
FINAL FANTASY THE 4 HEROES OF LIGHT,2010-10-05,RATED E +10 FOR EVERYONE +10,129,JRPG,DS
FINAL FANTASY TYPE0,2015-03-17,RATED M FOR MATURE,655,ACTION RPG,PLAYSTATION 4
FINAL FANTASY TYPE0 HD,2015-03-17,RATED M FOR MATURE,186,ACTION,XBOX ONE
FINAL FANTASY V,2006-11-06,RATED E FOR EVERYONE,84,JRPG,IOS (IPHONE/IPAD)
FINAL FANTASY VI,2007-02-05,RATED E +10 FOR EVERYONE +10,499,JRPG,IOS (IPHONE/IPAD)
FINAL FANTASY VI PIXEL REMASTER,2022-02-23,RATED T FOR TEEN,67,JRPG,PC
FINAL FANTASY VII,2019-03-26,RATED T FOR TEEN,234,JRPG,PLAYSTATION
FINAL FANTASY VII,2020-04-10,RATED T FOR TEEN,750,ACTION,PC
FINAL FANTASY VII ,1997-01-31,RATED T FOR TEEN,980,ACTION,PC
FINAL FANTASY VII REBIRTH,2024-02-29,RATED RP FOR RATE PENDING,18,RPG,PLAYSTATION 5
FINAL FANTASY VII REMAKE,2020-04-10,RATED T FOR TEEN,8354,ACTION RPG,PLAYSTATION 4
FINAL FANTASY VII REMAKE INTERGRADE,2021-06-10,RATED T FOR TEEN,67,ACTION,PC
FINAL FANTASY VII REMAKE INTERGRADE,2021-06-10,RATED T FOR TEEN,1321,ACTION RPG,PLAYSTATION 5
FINAL FANTASY VII REMAKE INTERGRADE EPISODE INTERMISSION,2021-06-10,RATED T FOR TEEN,130,ACTION RPG,PLAYSTATION 5
FINAL FANTASY VIII,1999-02-11,RATED M FOR MATURE,397,RPG,PLAYSTATION 4
FINAL FANTASY VIII,1999-09-07,RATED T FOR TEEN,1224,JRPG,PLAYSTATION
FINAL FANTASY VIII REMASTERED,2019-09-03,RATED T FOR TEEN,99,ADVENTURE,PLAYSTATION 4
FINAL FANTASY VIII REMASTERED,2019-09-03,RATED T FOR TEEN,188,JRPG,XBOX ONE
FINAL FANTASY X,2001-07-19,RATED T FOR TEEN,371,RPG,PLAYSTATION 2
FINAL FANTASY X,2001-12-17,RATED T FOR TEEN,1836,JRPG,PLAYSTATION 2
FINAL FANTASY X  X2 HD REMASTER,2014-03-18,RATED T FOR TEEN,557,COMPILATION,PLAYSTATION 3
FINAL FANTASY X2,2003-03-13,RATED T FOR TEEN,113,RPG,PLAYSTATION 2
FINAL FANTASY X2,2003-11-18,RATED T FOR TEEN,515,JRPG,PLAYSTATION 2
FINAL FANTASY XI,2004-03-23,RATED T FOR TEEN,37,MMORPG,PLAYSTATION 2
FINAL FANTASY XI CHAINS OF PROMATHIA,2004-09-21,RATED T FOR TEEN,18,MMORPG,PC
FINAL FANTASY XI TREASURES OF AHT URHGAN,2006-04-18,RATED T FOR TEEN,22,MMORPG,PLAYSTATION 2
FINAL FANTASY XII,2006-03-16,RATED T FOR TEEN,122,RPG,PLAYSTATION 2
FINAL FANTASY XII,2006-10-31,RATED T FOR TEEN,1280,JRPG,PLAYSTATION 2
FINAL FANTASY XII REVENANT WINGS,2007-11-20,RATED E +10 FOR EVERYONE +10,169,REAL-TIME TACTICS,DS
FINAL FANTASY XII THE ZODIAC AGE,2017-07-11,RATED T FOR TEEN,699,JRPG,PLAYSTATION 4
FINAL FANTASY XII THE ZODIAC AGE,2017-07-11,RATED T FOR TEEN,212,RPG,PLAYSTATION 4
FINAL FANTASY XIII,2010-03-09,RATED T FOR TEEN,1835,JRPG,PLAYSTATION 3
FINAL FANTASY XIII2,2012-01-31,RATED T FOR TEEN,863,JRPG,XBOX 360
FINAL FANTASY XIV A REALM REBORN,2013-08-27,RATED M FOR MATURE,297,RPG,PLAYSTATION 3
