title,released,rating,ratings_count,genres,platforms
DISNEY'S HIDE & SNEAK,2003-11-30,RATED E FOR EVERYONE,0,LINEAR ACTION ADVENTURE,GAMECUBE
DISNEY'S KIM POSSIBLE 2 DRAKKEN'S DEMISE,2004-09-15,RATED E FOR EVERYONE,7,2D PLATFORMER,GAME BOY ADVANCE
DISNEY'S KIM POSSIBLE KIMMUNICATOR,2005-11-09,RATED E FOR EVERYONE,0,3D PLATFORMER,DS
DISNEY'S LILO & STITCH,2002-06-07,RATED E FOR EVERYONE,7,2D PLATFORMER,GAME BOY ADVANCE
DISNEY'S LILO & STITCH,2002-06-14,RATED E FOR EVERYONE,14,3D PLATFORMER,PLAYSTATION
DISNEY'S MAGICAL MIRROR STARRING MICKEY MOUSE,2002-08-13,RATED E FOR EVERYONE,12,POINT-AND-CLICK,GAMECUBE
DISNEY'S MAGICAL QUEST 3 STARRING MICKEY & DONALD,2005-06-14,RATED E FOR EVERYONE,0,2D PLATFORMER,GAME BOY ADVANCE
DISNEY'S MEET THE ROBINSONS,2007-03-27,RATED E +10 FOR EVERYONE +10,6,ACTION ADVENTURE,WII
DISNEY'S PK OUT OF THE SHADOWS,2002-11-01,RATED E FOR EVERYONE,5,3D PLATFORMER,PLAYSTATION 2
DISNEY'S STITCH EXPERIMENT 626,2002-06-19,RATED E FOR EVERYONE,8,ACTION ADVENTURE,PLAYSTATION 2
DISNEY'S TARZAN RETURN TO THE JUNGLE,2002-09-14,RATED E FOR EVERYONE,0,2D PLATFORMER,GAME BOY ADVANCE
DISNEY'S TARZAN UNTAMED,2001-11-17,RATED E FOR EVERYONE,5,ACTION ADVENTURE,GAMECUBE
DISNEY'S THE EMPEROR'S NEW GROOVE,2000-11-13,RATED E FOR EVERYONE,8,3D PLATFORMER,PLAYSTATION
DISNEY'S THE HAUNTED MANSION,2003-10-14,RATED T FOR TEEN,0,ACTION ADVENTURE,XBOX
DISNEY'S TOONTOWN ONLINE,2005-10-06,RATED E FOR EVERYONE,36,MMORPG,PC
DISNEY'S TREASURE PLANET BATTLE AT PROCYON,2002-10-31,RATED E FOR EVERYONE,19,REAL-TIME STRATEGY,PC
DISNEY'S TRON EVOLUTION,2010-12-07,RATED T FOR TEEN,51,ACTION ADVENTURE,PC
DISNEY'S TRON EVOLUTION  BATTLE GRIDS,2010-12-07,RATED E +10 FOR EVERYONE +10,7,ACTION,WII
DISNEY*PIXAR WALLE,2008-06-24,RATED E FOR EVERYONE,16,3D PLATFORMER,PLAYSTATION 2
DISNEY*PIXAR WALLE,2008-06-24,RATED E FOR EVERYONE,0,PARTY,DS
DISNEYLAND ADVENTURES,2017-10-31,,101,ADVENTURE,XBOX ONE
DISNEYPIXAR BRAVE,2012-06-19,RATED E +10 FOR EVERYONE +10,8,LINEAR ACTION ADVENTURE,PLAYSTATION 3
DISNEYPIXAR BUZZ LIGHTYEAR OF STAR COMMAND,2000-09-26,RATED E FOR EVERYONE,7,ACTION,DREAMCAST
DISNEYPIXAR CARS,2006-06-06,RATED E FOR EVERYONE,53,AUTO RACING,PLAYSTATION 2
DISNEYPIXAR CARS 2,2011-06-21,RATED E +10 FOR EVERYONE +10,38,AUTO RACING,XBOX 360
DISNEYPIXAR CARS 3 DRIVEN TO WIN,2017-06-13,RATED E +10 FOR EVERYONE +10,48,AUTO RACING,NINTENDO SWITCH
DISNEYPIXAR CARS MATERNATIONAL CHAMPIONSHIP,2007-10-29,RATED E FOR EVERYONE,7,AUTO RACING,WII
DISNEYPIXAR CARS RACEORAMA,2009-10-12,RATED E FOR EVERYONE,9,AUTO RACING,PLAYSTATION 2
DISNEYPIXAR FINDING NEMO,2003-05-12,RATED E FOR EVERYONE,11,ACTION ADVENTURE,PLAYSTATION 2
DISNEYPIXAR MONSTERS INC,2002-03-19,RATED E FOR EVERYONE,8,3D PLATFORMER,PLAYSTATION 2
DISNEYPIXAR MONSTERS INC SCREAM ARENA,2002-09-14,RATED E FOR EVERYONE,15,3D PLATFORMER,GAMECUBE
DISNEYPIXAR RATATOUILLE,2007-06-26,RATED E FOR EVERYONE,13,3D PLATFORMER,PLAYSTATION 3
DISNEYPIXAR THE INCREDIBLES,2004-10-31,RATED T FOR TEEN,37,ACTION ADVENTURE,PC
DISNEYPIXAR THE INCREDIBLES RISE OF THE UNDERMINER,2005-11-01,RATED E +10 FOR EVERYONE +10,0,3D PLATFORMER,PC
DISNEYPIXAR TOY STORY 2 BUZZ LIGHTYEAR TO THE RESCUE!,2000-06-30,RATED E FOR EVERYONE,11,3D PLATFORMER,NINTENDO 64
DISNEYPIXAR TOY STORY 3,2010-06-15,RATED E +10 FOR EVERYONE +10,62,3D PLATFORMER,PC
DISNEYPIXAR TOY STORY MANIA!,2009-09-15,RATED E FOR EVERYONE,7,PARTY,PLAYSTATION 3
DISNEYPIXAR TOY STORY RACER,2001-03-05,RATED E FOR EVERYONE,22,AUTO RACING,PLAYSTATION
DISNEYPIXAR UP,2009-05-26,RATED E +10 FOR EVERYONE +10,5,LINEAR ACTION ADVENTURE,WII
DISNEYS ALADDIN,1993-11-11,RATED E FOR EVERYONE,335,ACTION,GENESIS
DISNEYS CHICKEN LITTLE,2005-10-18,,23,ACTION,PC
DISNEYS DARKWING DUCK,1992-06-01,,118,ACTION,GAME BOY
DISNEYS DUCKTALES,1989-09-14,,120,ACTION,GAME BOY
DISNEYS DUCKTALES 2,1993-04-23,,66,,GAME BOY
DISNEYS HERCULES THE ACTION GAME,1997-06-20,,145,ACTION,PC
DISNEYS PIXAR BRAVE THE VIDEO GAME,2012-07-03,,39,ACTION,XBOX 360
DISNEYS TARZAN,1999-06-29,RATED E FOR EVERYONE,155,ACTION,NINTENDO 64
DISNEYS THE JUNGLE BOOK,1993-08-15,,88,ACTION,GENESIS
DISNEYS THE LION KING,1994-01-01,RATED E FOR EVERYONE,183,ACTION,CLASSIC MACINTOSH
DISNEY•PIXAR CARS,2006-06-06,RATED E FOR EVERYONE,65,ADVENTURE,XBOX
DISNEY•PIXAR CARS 2 THE VIDEO GAME,2011-06-21,RATED E FOR EVERYONE,19,ACTION,PS VITA
DISNEY•PIXAR TOY STORY 3 THE VIDEO GAME,2010-06-15,,109,ACTION,XBOX ONE
DISORIENTED,2016-11-21,,6,INDIE,PC
DISPATCHER,2015-11-12,,12,ACTION,PC
DISSIDIA 012 DUODECIM FINAL FANTASY,2011-03-21,RATED T FOR TEEN,300,3D FIGHTING,PSP
DISSIDIA FINAL FANTASY,2009-08-25,RATED T FOR TEEN,278,3D FIGHTING,PSP
DISSIDIA FINAL FANTASY NT,2018-01-30,RATED T FOR TEEN,396,3D FIGHTING,PLAYSTATION 4
DISSIDIA FINAL FANTASY NT,2018-01-30,RATED T FOR TEEN,59,ACTION,PLAYSTATION 4
DISSIDIA FINAL FANTASY NT FREE EDITION,2019-03-12,,65,ACTION,PC
DISTANCE,2014-12-09,,101,ACTION,LINUX
DISTANT WORLDS 2,2022-03-10,,14,STRATEGY,PC
DISTANT WORLDS UNIVERSE,2014-05-22,,10,STRATEGY,PC
DISTRAINT,2015-10-21,,93,ADVENTURE,PC
DISTRAINT,2015-10-21,,238,ADVENTURE,PC
DISTRAINT 2,2018-11-12,RATED T FOR TEEN,43,ADVENTURE,IOS
DISTRAINT DELUXE EDITION,2015-10-21,RATED M FOR MATURE,113,ADVENTURE,PS VITA
DISTRUST,2017-08-22,RATED T FOR TEEN,93,ADVENTURE,IOS
DISTURBED,2016-10-03,,24,ADVENTURE,LINUX
DIVE THE MEDES ISLANDS SECRET,2010-07-26,RATED E FOR EVERYONE,0,ADVENTURE,WII
DIVEKICK,2013-08-20,RATED T FOR TEEN,49,2D FIGHTING,PC
DIVEKICK,2013-08-20,RATED T FOR TEEN,86,ACTION,XBOX ONE
DIVIDE,2017-01-31,RATED T FOR TEEN,0,LINEAR ACTION ADVENTURE,PLAYSTATION 4
DIVIDE BY SHEEP,2015-07-02,,148,ADVENTURE,IOS
DIVIDE BY SHEEP,2015-07-02,,5,LOGIC PUZZLE,PC
DIVINE DIVINITY,2002-09-13,RATED T FOR TEEN,267,ACTION,PC
DIVINE DIVINITY,2002-09-22,RATED T FOR TEEN,219,ACTION RPG,PC
DIVINE KNOCKOUT ,2022-12-06,,3,ACTION,PC
DIVINE SLICE OF LIFE,2015-10-22,RATED AO FOR ADULTS ONLY,8,ADVENTURE,PC
DIVINE SOULS F2P MMO,2014-08-15,,10,ACTION,PC
DIVINITY DRAGON COMMANDER,2013-08-05,RATED T FOR TEEN,104,RPG,MACOS
DIVINITY DRAGON COMMANDER,2013-08-06,,266,ACTION RPG,PC
DIVINITY II DEVELOPERS CUT,2012-10-29,RATED M FOR MATURE,232,ACTION,PC
DIVINITY II EGO DRACONIS,2010-01-05,RATED M FOR MATURE,108,ACTION RPG,PC
DIVINITY II THE DRAGON KNIGHT SAGA,2011-04-12,RATED M FOR MATURE,61,COMPILATION,XBOX 360
DIVINITY ORIGINAL SIN,2014-06-30,RATED M FOR MATURE,765,RPG,PLAYSTATION 4
DIVINITY ORIGINAL SIN,2014-06-30,RATED M FOR MATURE,2313,WESTERN RPG,PC
DIVINITY ORIGINAL SIN  ENHANCED EDITION,2015-10-27,RATED M FOR MATURE,977,RPG,PC
DIVINITY ORIGINAL SIN 2,2017-09-14,RATED M FOR MATURE,1547,RPG,PLAYSTATION 4
DIVINITY ORIGINAL SIN 2  DEFINITIVE EDITION,2018-08-31,RATED M FOR MATURE,571,RPG,PLAYSTATION 4
DIVINITY ORIGINAL SIN ENHANCED EDITION,2015-10-27,RATED M FOR MATURE,634,WESTERN RPG,XBOX ONE
DIVINITY ORIGINAL SIN II,2017-09-14,,2671,WESTERN RPG,PC
DIVINITY ORIGINAL SIN II  DEFINITIVE EDITION,2018-08-31,RATED M FOR MATURE,614,WESTERN RPG,XBOX ONE
DJ HERO,2009-10-27,,26,ARCADE,PLAYSTATION 2
DJ HERO,2009-10-27,RATED T FOR TEEN,24,RHYTHM,PLAYSTATION 3
DJ HERO 2,2010-10-19,,13,ARCADE,WII
DJ HERO 2,2010-10-19,RATED T FOR TEEN,24,RHYTHM,PLAYSTATION 3
DJ STAR,2009-11-10,RATED T FOR TEEN,0,RHYTHM,DS
DJMAX RESPECT,2018-03-06,RATED T FOR TEEN,34,ACTION,PLAYSTATION 4
DJMAX RESPECT,2018-03-06,RATED T FOR TEEN,53,RHYTHM,PLAYSTATION 4
DJMAX RESPECT V,2020-03-11,,23,ACTION,PC
DK JUNGLE CLIMBER,2007-09-10,RATED E FOR EVERYONE,16,ACTION,DS
DK KING OF SWING,2005-09-19,RATED E FOR EVERYONE,5,2D PLATFORMER,GAME BOY ADVANCE
DLC QUEST,2013-03-18,,198,INDIE,PC
DMC DEVIL MAY CRY,2013-01-15,RATED M FOR MATURE,1501,ACTION,PLAYSTATION 3
DMC DEVIL MAY CRY,2013-01-15,RATED M FOR MATURE,1576,LINEAR ACTION ADVENTURE,XBOX 360
DMC DEVIL MAY CRY  VERGIL'S DOWNFALL,2013-03-05,RATED M FOR MATURE,75,LINEAR ACTION ADVENTURE,PC
DMC DEVIL MAY CRY DEFINITIVE EDITION,2015-03-10,RATED M FOR MATURE,763,LINEAR ACTION ADVENTURE,PLAYSTATION 4
DNF DUEL WHO'S NEXT,2022-06-28,RATED T FOR TEEN,20,2D FIGHTING,PLAYSTATION 4
DO NOT FALL,2013-07-23,RATED E FOR EVERYONE,0,3D PLATFORMER,PLAYSTATION 3
DO NOT FEED THE MONKEYS,2018-10-22,,209,ADVENTURE,LINUX
DO NOT FEED THE MONKEYS,2020-06-01,RATED E FOR EVERYONE,5,SIMULATION,PC
DOA2 HARDCORE,2000-10-25,RATED T FOR TEEN,33,3D FIGHTING,PLAYSTATION 2
DOC CLOCK THE TOASTED SANDWICH OF TIME,2010-10-12,,16,ACTION,PC
DOC CLOCK THE TOASTED SANDWICH OF TIME,2010-10-15,RATED E FOR EVERYONE,17,PUZZLE,PC
DOCTOR LAUTREC AND THE FORGOTTEN KNIGHTS,2011-12-13,RATED E +10 FOR EVERYONE +10,9,PUZZLE,3DS
DOCTOR WHO LEGACY,2013-11-26,,0,MATCHING PUZZLE,IOS (IPHONE/IPAD)
DOCTOR WHO THE ADVENTURE GAMES,2014-03-17,,19,ADVENTURE,PC
DOCTOR WHO THE EDGE OF TIME,2019-11-12,RATED E FOR EVERYONE,11,FIRST-PERSON ADVENTURE,PC
DOCTOR WHO THE ETERNITY CLOCK,2012-05-22,RATED E +10 FOR EVERYONE +10,29,ACTION ADVENTURE,PLAYSTATION VITA
DODGEBALL ACADEMIA,2021-08-05,,35,ACTION,PC
DODGEBALL ACADEMIA,2021-08-05,,52,INDIVIDUAL SPORTS,PC
DODOGO!,2010-04-26,RATED E FOR EVERYONE,0,2D PLATFORMER,DS
DODOGO! ROBO,2011-04-18,RATED E FOR EVERYONE,0,2D PLATFORMER,DS
DODONPACHI DAIOUJOU,2012-02-09,,0,VERTICAL SHOOT-'EM-UP,IOS (IPHONE/IPAD)
DODONPACHI RESURRECTION,2010-08-26,,6,VERTICAL SHOOT-'EM-UP,XBOX 360
DOES NOT COMMUTE,2015-04-23,,12,ACTION,IOS (IPHONE/IPAD)
DOFUS,2005-09-01,,57,MMORPG,PC
DOFUS  BATTLES,2011-05-13,,0,RPG,IOS (IPHONE/IPAD)
DOG SLED SAGA,2016-09-22,,7,RPG,LINUX
DOGFIGHT 1942,2012-09-05,,16,ACTION,PLAYSTATION 3
DOGFIGHT 1942,2012-09-05,RATED T FOR TEEN,22,AIRCRAFT COMBAT SIM,XBOX 360
DOGFIGHTER,2010-06-14,,33,ACTION,PC
DOGOS,2016-09-07,RATED E +10 FOR EVERYONE +10,0,TOP-DOWN SHOOT-'EM-UP,PC
DOGS OF WAR BATTLE ON PRIMUS IV,2000-07-30,RATED M FOR MATURE,0,REAL-TIME TACTICS,PC
DOGS OF WAR ONLINE,2014-02-04,,7,STRATEGY,PC
DOGZ,2005-11-17,RATED E FOR EVERYONE,0,VIRTUAL PET,GAME BOY ADVANCE
DOKA 2 KISHKI EDITION,2018-11-05,,57,ACTION,PC
DOKAPON JOURNEY,2009-04-14,RATED E +10 FOR EVERYONE +10,0,RPG,DS
DOKAPON KINGDOM,2008-10-14,RATED E +10 FOR EVERYONE +10,17,RPG,WII
DOKAPON KINGDOM CONNECT,2023-05-09,RATED E +10 FOR EVERYONE +10,8,PARTY,NINTENDO SWITCH
DOKI DOKI LITERATURE CLUB PLUS!,2021-06-30,RATED AO FOR ADULTS ONLY,102,ADVENTURE,MACOS
DOKI DOKI LITERATURE CLUB PLUS!,2021-06-30,RATED M FOR MATURE,107,VISUAL NOVEL,PC
DOKI DOKI LITERATURE CLUB!,2017-09-22,,1225,ADVENTURE,LINUX
DOKI DOKI LITERATURE CLUB!,2017-10-06,,844,VISUAL NOVEL,PC
DOKIDOKI UNIVERSE,2013-11-12,,39,ADVENTURE,PLAYSTATION 4
DOKIDOKI UNIVERSE,2013-12-10,RATED E +10 FOR EVERYONE +10,103,MISCELLANEOUS,PLAYSTATION 4
DOKURO,2012-07-05,,17,ACTION,PS VITA
DOKURO,2012-10-16,RATED E +10 FOR EVERYONE +10,19,2D PLATFORMER,PLAYSTATION VITA
DOLLAR DASH,2012-10-31,,15,ACTION,PC
DOLLAR DASH,2013-03-06,RATED E +10 FOR EVERYONE +10,15,PARTY,PLAYSTATION 3
DOLLHOUSE,2019-05-24,RATED M FOR MATURE,15,FIRST-PERSON ADVENTURE,PC
DOLMEN,2022-05-20,RATED T FOR TEEN,27,ACTION RPG,PLAYSTATION 4
DOME KEEPER,2022-09-27,,58,ACTION,LINUX
DOME KEEPER,2022-09-27,,30,DEFENSE,PC
DOMESTIC DOG,2015-04-10,,6,SIMULATION,PC
DOMINA,2017-04-03,,95,ACTION,PC
DOMINATION,2005-03-03,RATED T FOR TEEN,0,TURN-BASED STRATEGY,PC
DOMINION,2021-10-07,,1,RPG,PC
DOMINIONS 3 THE AWAKENING,2006-09-29,,28,TURN-BASED STRATEGY,PC
DOMINIONS II THE ASCENSION WARS,2003-11-14,,5,TURN-BASED STRATEGY,PC
DOMINIQUE PAMPLEMOUSSE,2014-03-11,,6,ADVENTURE,MACOS
DOMINO MASTER,2008-09-17,RATED E FOR EVERYONE,0,BOARD,XBOX 360
DON KING BOXING,2009-03-31,RATED T FOR TEEN,0,COMBAT SPORT,DS
DON KING PRESENTS PRIZEFIGHTER,2008-06-10,RATED T FOR TEEN,7,COMBAT SPORT,XBOX 360
DON'T FORGET ME,2021-04-20,,0,POINT-AND-CLICK,PC
DON'T KNOCK TWICE,2017-09-05,RATED M FOR MATURE,11,FIRST-PERSON ADVENTURE,PC
DON'T STARVE,2014-01-07,RATED T FOR TEEN,415,SANDBOX,PC
DON'T STARVE GIANT EDITION,2015-05-28,RATED T FOR TEEN,21,SANDBOX,PLAYSTATION VITA
DONKEY KONG,1981-07-09,,178,PUZZLE,GAME BOY
DONKEY KONG,2004-06-02,RATED E FOR EVERYONE,6,2D PLATFORMER,NINTENDO SWITCH
DONKEY KONG 64,1999-11-22,RATED E FOR EVERYONE,107,ACTION,NINTENDO 64
DONKEY KONG 64,1999-11-24,RATED E FOR EVERYONE,323,3D PLATFORMER,NINTENDO 64
DONKEY KONG BARREL BLAST,2007-10-08,RATED E FOR EVERYONE,36,ARCADE RACING,WII
DONKEY KONG COUNTRY,1994-11-21,,360,PLATFORMER,WII U
DONKEY KONG COUNTRY,2003-06-09,RATED E FOR EVERYONE,88,2D PLATFORMER,GAME BOY ADVANCE
DONKEY KONG COUNTRY 2 DIDDY'S KONG QUEST,2004-11-15,RATED E FOR EVERYONE,73,2D PLATFORMER,GAME BOY ADVANCE
DONKEY KONG COUNTRY 2 DIDDYS KONG QUEST,1995-11-20,,218,PLATFORMER,NINTENDO 3DS
DONKEY KONG COUNTRY 3 DIXIE KONG'S DOUBLE TROUBLE!,2005-11-07,RATED E FOR EVERYONE,40,2D PLATFORMER,GAME BOY ADVANCE
DONKEY KONG COUNTRY 3 DIXIE KONGS DOUBLE TROUBLE,1996-11-23,,123,PLATFORMER,NINTENDO 3DS
DONKEY KONG COUNTRY RETURNS,2010-11-21,RATED E FOR EVERYONE,562,2D PLATFORMER,WII
DONKEY KONG COUNTRY RETURNS,2010-11-21,RATED E FOR EVERYONE,140,PLATFORMER,WII
DONKEY KONG COUNTRY TROPICAL FREEZE,2014-02-13,RATED E FOR EVERYONE,212,PLATFORMER,NINTENDO SWITCH
DONKEY KONG COUNTRY TROPICAL FREEZE,2014-02-21,RATED E FOR EVERYONE,959,2D PLATFORMER,WII U
DONKEY KONG JR,1982-01-01,,60,ACTION,NINTENDO 3DS
DONKEY KONG JUNGLE BEAT,2005-03-14,RATED E +10 FOR EVERYONE +10,39,2D PLATFORMER,GAMECUBE
DONKEY KONGA,2004-09-27,RATED E FOR EVERYONE,25,RHYTHM,GAMECUBE
DONKEY KONGA 2,2005-05-09,RATED T FOR TEEN,7,RHYTHM,GAMECUBE
DONT DIE MR ROBOT!,2014-11-04,,36,ACTION,PLAYSTATION 4
DONT ESCAPE 4 DAYS IN A WASTELAND,,,7,ADVENTURE,MACOS
DONT KNOCK TWICE,2017-05-30,,28,ACTION,XBOX ONE
DONT MAKE LOVE,2017-10-26,,7,INDIE,PC
DONT OPEN THE DOORS!,2016-11-11,,12,ACTION,MACOS
DONT STARVE,2013-04-22,RATED T FOR TEEN,1090,INDIE,PLAYSTATION 3
DONT STARVE TOGETHER,2016-04-21,,1329,ACTION,LINUX
DONUT COUNTY,2018-08-27,,485,ADVENTURE,XBOX ONE
DONUT COUNTY,2018-08-28,RATED E FOR EVERYONE,76,ACTION ADVENTURE,PC
DOODLE DEVIL,2011-02-11,RATED T FOR TEEN,17,SIMULATION,PLAYSTATION 3
DOODLE GOD,2010-06-11,,15,BOARD,IOS (IPHONE/IPAD)
DOODLE GOD,2010-06-11,,96,SIMULATION,WEB
DOODLE GOD BLITZ,2015-10-12,,29,SIMULATION,MACOS
DOODLE KINGDOM,2013-12-31,,10,ACTION,PLAYSTATION 3
DOOM,1993-12-10,RATED M FOR MATURE,779,ACTION,ANDROID
DOOM,2006-09-27,RATED M FOR MATURE,189,FPS,GAME BOY ADVANCE
DOOM,2017-11-10,RATED M FOR MATURE,721,FPS,PC
DOOM ,2016-05-13,RATED M FOR MATURE,3457,ACTION,PLAYSTATION 4
DOOM ,2019-07-26,RATED M FOR MATURE,54,SHOOTER,XBOX ONE
DOOM & DESTINY,2013-10-11,RATED M FOR MATURE,10,ADVENTURE,XBOX ONE
DOOM 3,2004-08-03,RATED M FOR MATURE,595,ACTION,PC
DOOM 3,2004-08-03,RATED M FOR MATURE,1093,FPS,PC
DOOM 3 BFG EDITION,2012-10-16,,344,ACTION,PLAYSTATION 3
DOOM 3 BFG EDITION,2012-10-16,RATED M FOR MATURE,202,FPS,NINTENDO SWITCH
DOOM 3 RESURRECTION OF EVIL,2005-04-03,RATED M FOR MATURE,118,ACTION,LINUX
DOOM 3 RESURRECTION OF EVIL,2005-04-04,RATED M FOR MATURE,172,FPS,PC
DOOM 3 VR EDITION,2021-03-29,RATED M FOR MATURE,24,FPS,PLAYSTATION 4
DOOM 64,1997-03-31,RATED M FOR MATURE,101,ACTION,NINTENDO SWITCH
DOOM 64,2020-03-20,RATED M FOR MATURE,80,FPS,NINTENDO SWITCH
DOOM 64 ,2020-03-19,,119,ACTION,PC
DOOM ETERNAL,2020-03-20,RATED M FOR MATURE,1292,ACTION,PC
DOOM ETERNAL,2020-03-20,RATED M FOR MATURE,5846,FPS,PLAYSTATION 4
DOOM ETERNAL THE ANCIENT GODS  PART ONE,2020-10-20,RATED M FOR MATURE,63,ACTION,PC
DOOM ETERNAL THE ANCIENT GODS  PART TWO,2021-03-18,,54,ACTION,XBOX ONE
DOOM ETERNAL THE ANCIENT GODS PART ONE,2020-10-20,RATED M FOR MATURE,86,FPS,PC
DOOM ETERNAL THE ANCIENT GODS PART TWO,2021-03-18,RATED M FOR MATURE,81,FPS,XBOX ONE
DOOM II,1994-09-30,RATED M FOR MATURE,690,ACTION,XBOX ONE
DOOM II,2010-05-26,RATED M FOR MATURE,117,FPS,PC
DOOM II ,2019-07-26,,22,SHOOTER,PLAYSTATION 4
DOOM RESURRECTION,2009-06-26,,15,FPS,IOS (IPHONE/IPAD)
DOOM VFR,2017-12-01,,88,ACTION,PC
DOOM VFR,2017-12-01,RATED M FOR MATURE,137,LIGHT GUN,PC
DOOMBLADE,2023-05-31,,6,METROIDVANIA,PC
DOOMDARKS REVENGE,2014-02-16,,35,ADVENTURE,IOS
DOOMSDAY VAULT,2021-08-05,,0,THIRD-PERSON ADVENTURE,IOS (IPHONE/IPAD)
DOOR KICKERS,2014-10-19,RATED T FOR TEEN,208,ACTION,IOS
DOOR KICKERS,2014-10-20,,122,REAL-TIME TACTICS,PC
DOOR KICKERS ACTION SQUAD,2018-09-09,,87,ACTION,PLAYSTATION 4
DOORWAYS HOLY MOUNTAINS OF FLESH,2016-08-10,,12,ACTION,PC
DOORWAYS OLD PROTOTYPE,2016-10-05,,14,ACTION,LINUX
DOORWAYS PRELUDE,2013-09-20,,16,ACTION,PC
DOORWAYS THE UNDERWORLD,2014-09-17,,13,ACTION,MACOS
DORAEMON STORY OF SEASONS,2019-10-11,RATED E FOR EVERYONE,44,TYCOON,NINTENDO SWITCH
DORAEMON STORY OF SEASONS  FRIENDS OF THE GREAT KINGDOM,2022-11-02,RATED E FOR EVERYONE,6,VIRTUAL LIFE,NINTENDO SWITCH
DORDOGNE,2023-06-13,,27,ADVENTURE,NINTENDO SWITCH
DORFROMANTIK,2022-04-28,,198,STRATEGY,PC
DORFROMANTIK,2022-09-29,RATED E FOR EVERYONE,21,TURN-BASED STRATEGY,PC
DORITOS CRASH COURSE,2010-08-12,RATED E FOR EVERYONE,96,PLATFORMER,XBOX ONE
DOTA 2,2013-07-09,,2714,ACTION,LINUX
DOTA 2,2013-07-09,,12029,MOBA,PC
DOTA UNDERLORDS,2020-02-25,,748,STRATEGY,IOS
DOUBLE ACTION BOOGALOO,2014-10-23,,142,ACTION,PC
DOUBLE CROSS,2019-01-10,RATED E +10 FOR EVERYONE +10,8,2D PLATFORMER,NINTENDO SWITCH
DOUBLE CROSS,2019-01-10,,7,ACTION,NINTENDO SWITCH
DOUBLE D DODGEBALL,2008-07-16,RATED E FOR EVERYONE,0,TEAM SPORTS,XBOX 360
DOUBLE DRAGON,1987-08-01,,151,ACTION,GAME GEAR
DOUBLE DRAGON,2011-03-04,,0,2D BEAT-'EM-UP,NINTENDO SWITCH
DOUBLE DRAGON & KUNIOKUN RETRO BRAWLER BUNDLE,2020-02-20,RATED E +10 FOR EVERYONE +10,11,COMPILATION,NINTENDO SWITCH
DOUBLE DRAGON ADVANCE,2003-11-12,RATED T FOR TEEN,8,2D BEAT-'EM-UP,GAME BOY ADVANCE
DOUBLE DRAGON II THE REVENGE,1988-12-01,,68,ACTION,NES
DOUBLE DRAGON II WANDER OF THE DRAGONS,2013-04-05,RATED T FOR TEEN,60,2D BEAT-'EM-UP,XBOX 360
DOUBLE DRAGON IV,2017-01-30,RATED E +10 FOR EVERYONE +10,29,2D BEAT-'EM-UP,IOS (IPHONE/IPAD)
DOUBLE DRAGON IV,2017-01-30,RATED T FOR TEEN,9,ACTION,NINTENDO SWITCH
DOUBLE DRAGON NEON,2012-09-11,,135,ACTION,PC
DOUBLE DRAGON NEON,2012-09-12,RATED T FOR TEEN,53,2D BEAT-'EM-UP,XBOX 360
DOUBLE DRAGON TRILOGY,2013-12-05,,36,ACTION,PC
DOUBLE FINE HAPPY ACTION THEATER,2012-02-01,RATED E FOR EVERYONE,16,MISCELLANEOUS,XBOX 360
DOUBLE KICK HEROES,2018-04-11,,15,ACTION,XBOX ONE
DOUBLE KICK HEROES,2020-08-13,RATED M FOR MATURE,0,RHYTHM,PC
DOWN IN BERMUDA,2019-08-06,,18,ADVENTURE,IOS
DOWN THE RABBIT HOLE,2020-03-26,,8,ADVENTURE,PC
DOWN TO ONE,2016-01-07,,13,ACTION,PC
DOWNFALL,2016-02-15,RATED AO FOR ADULTS ONLY,65,ADVENTURE,PC
DOWNFORCE,2002-06-14,RATED E FOR EVERYONE,0,FUTURE RACING,PLAYSTATION 2
DOWNHILL DOMINATION,2003-07-23,RATED T FOR TEEN,51,BIKING,PLAYSTATION 2
DOWNTOWN CASINO TEXAS HOLDEM POKER,2018-04-04,,0,SIMULATION,PC
DOWNWARD,2017-07-13,,13,ADVENTURE,LINUX
DOWNWARD SPIRAL HORUS STATION,2018-05-31,,0,ACTION ADVENTURE,PLAYSTATION 4
DOWNWELL,2015-10-14,,459,ACTION,PS VITA
DOWNWELL,2015-10-15,,144,ACTION,PC
DPS IDLE,2020-09-03,,5,CASUAL,PC
DR FRANKS BUILD A BOYFRIEND,2016-08-06,,3,SIMULATION,LINUX
DR KAWASHIMA'S BRAIN TRAINING FOR NINTENDO SWITCH,2019-12-27,,40,EDUTAINMENT,NINTENDO SWITCH
DR LANGESKOV THE TIGER AND THE TERRIBLY CURSED EMERALD A WHIRLWIND HEIST,2015-12-04,,312,INDIE,PC
DR LIVESEY ROM AND DEATH EDITION,2023-02-13,,32,ACTION,PC
DR LUIGI,2013-12-31,RATED E FOR EVERYONE,69,STACKING PUZZLE,WII U
DR MARIO,1990-07-27,,125,PUZZLE,NINTENDO 3DS
DR MARIO,2004-10-25,RATED E FOR EVERYONE,9,MATCHING PUZZLE,GAME BOY ADVANCE
DR MARIO  PUZZLE LEAGUE,2005-11-28,RATED E FOR EVERYONE,0,MATCHING PUZZLE,GAME BOY ADVANCE
